0,1,2,3
,,3.7×104,Hilal et al. (2008) Q
,,,8300 Kühne et al. (2005) Q
,,1.7×105,Meylan and Howard (1991) Q
,,,7700 Kühne et al. (2005) ?
,"1,2,3-benzenetriol",6.3 104×,HSDB (2015) V
,C6H6O3,,
,(pyrogallic acid),,
,[87-66-1],,
,hexylresorcinol,3.8 ×104,HSDB (2015) Q 38
,C12H18O2,,
,[136-77-6],,
,"2,6-bis(1,1-dimethylethyl)phenol",3.1,HSDB (2015) Q 38
,C14H22O,,
,[128-39-2],,
,4-(1-methyl-1-phenylethyl)phenol,1.1 102×,HSDB (2015) Q 182
,C15H16O,,
,[599-64-4],,
,"2,2’,3,3’-tetrahydro-3,3,3’,3’-",1.5×10,"Zhang et al. (2010) Q 107, 108"
,"tetramethyl-1,1’-spirobi(1H-indene)-",,
,"6,6’-diol",,
,C 21 H 24 O2,1.0 ×106,"Zhang et al. (2010) Q 107, 109"
,[1568-80-5],2.2×106,"Zhang et al. (2010) Q 107, 110"
,,8.2 105×,"Zhang et al. (2010) Q 107, 111"
,"4,4’-(3,3,5-trimethylcyclohexane-1,1-",4.4×105,"Zhang et al. (2010) Q 107, 108"
,diyl)diphenol,,
,C21H26O2,3.2×105,"Zhang et al. (2010) Q 107, 109"
,[129188-99-4],2.7 106×,"Zhang et al. (2010) Q 107, 110"
,,7.9 105×,"Zhang et al. (2010) Q 107, 111"
,"3,3,3’,3’-tetramethyl-1,1’-",1.4 1014×,"Zhang et al. (2010) Q 107, 108"
,"spirobi(indan)-5,5’,6,6’-tetrol",,
,C21H24O4,1.6×1010,"Zhang et al. (2010) Q 107, 109"
,[77-08-7],2.0 1011×,"Zhang et al. (2010) Q 107, 110"
,,2.7×1010,"Zhang et al. (2010) Q 107, 111"
,"9,9-bis(4-hydroxyphenyl)fluorene",8.4×108,"Zhang et al. (2010) Q 107, 108"
,C25H18O2,6.2×107,"Zhang et al. (2010) Q 107, 109"
,[3236-71-3],2.1×108,"Zhang et al. (2010) Q 107, 110"
,,3.1 ×109,"Zhang et al. (2010) Q 107, 111"
,Peroxid,es (ROOH,) and peroxy radicals (ROO)
,methyl hydroperoxide,2.9,5200 Warneck and Williams (2012) L
,CH3OOH,3.0,5300 Sander et al. (2011) L
,(methyl peroxide),3.0,5300 Sander et al. (2006) L
,[3031-73-0],3.1,5300 Staudinger and Roberts (2001) L
,,2.5,4400 Lia et al. (2004) M
,,1.2×101,Sauer (1997) M 183
,,3.1,5200 O’Sullivan et al. (1996) M
,,3.0,5300 Lind and Kok (1994) M 16
,,9.0 10−1×,Hilal et al. (2008) Q
,,,6200 Kühne et al. (2005) Q
,,,5200 Kühne et al. (2005) ?
,ethyl hydroperoxide,3.3,6000 Sander et al. (2011) L
,C2H5OOH,1.1 ×101,Sauer (1997) M 183
,(ethyl peroxide),3.3,6000 O’Sullivan et al. (1996) M
,[3031-74-1],5.8×10−1,Hilal et al. (2008) Q
,,,6600 Kühne et al. (2005) Q
,,,6000 Kühne et al. (2005) ?
,hydroxymethyl hydroperoxide,1.7×104,9900 Sander et al. (2011) L
,HOCH2OOH,1.7×104,9900 Sander et al. (2006) L
,(HMHP; HMP),1.6 104×,10000 Staudinger and Roberts (2001) L
,[15932-89-5],1.6 ×104,9700 O’Sullivan et al. (1996) M
,,1.6×104,10000 Staffelbach and Kok (1993) M
,,4.7×103,1500 Zhou and Lee (1992) M
,,,8600 Kühne et al. (2005) Q
,,,10000 Kühne et al. (2005) ?
,bis-(hydroxymethyl)-peroxide,>9.9 ×104,Staffelbach and Kok (1993) M
,HOCH2OOCH2OH,4.4 ×103,8400 Zhou and Lee (1992) M
,(BHMP),,9400 Kühne et al. (2005) Q
,[17088-73-2],,8500 Kühne et al. (2005) ?
,tert-butyl hydroperoxide,6.2×10−1,HSDB (2015) Q 38
,C4H10O2,,
,[75-91-2],,
,di-tert-butylperoxide,8.2 10−4×,HSDB (2015) Q 38
,C8H18O2,1.2×10−4,Hilal et al. (2008) Q
,[110-05-4],,
,1-methyl-1-phenylethylhydroperoxide,2.1×102,HSDB (2015) V
,C9H12O2,2.3,Hilal et al. (2008) Q
,[80-15-9],,
,dicumyl peroxide,2.2×10−1,HSDB (2015) Q 38
,C18H22O2,,
,[80-43-3],,
,methylperoxy radical,1.5×10−1,3700 Leriche et al. (2000) E 184
,CH3OO,,Lelieveld and Crutzen (1991) E 185
,[2143-58-0],5.9×10−2,5600 Jacob (1986) E 186
,hydroxymethylperoxy radical,7.9 ×102,8200 Leriche et al. (2000) E 184
,HOCH2OO,,
,[27828-51-9],,
,peroxyacetyl radical,<9.9 10−4×,Sander et al. (2011) L
,CH3C(O)O2,<9.9 ×10−4,Sander et al. (2006) L
,[36709-10-1],<9.9×10−4,Villalta et al. (1996) M
,,Alde,hydes (RCHO)
,methanal,3.2×101,6800 Warneck and Williams (2012) L 187
,HCHO,3.2×101,7100 Sander et al. (2011) L 187
,(formaldehyde),3.2×101,7100 Sander et al. (2006) L 187
,[50-00-0],3.2×101,6800 Staudinger and Roberts (2001) L 187
,,3.2 101×,6800 Staudinger and Roberts (1996) L 187
,,3.5×101,5700 Liu et al. (2015) M
,,3.4 101×,6400 Allou et al. (2011) M 187
,,5.3×101,1600 Seyfioglu and Odabasi (2007) M 187
,,9.9 101×,"Kim et al. (2000) M 31, 187"
,,3.1 101×,"6500 Zhou and Mopper (1990) M 188, 187"
,,3.1×101,7200 Betterton and Hoffmann (1988) M 187
,,,Dong and Dasgupta (1986) M 189
,,,Ledbury and Blair (1925) M 190
,,,Blair and Ledbury (1925) M 190
,,3.0 ×101,Lide and Frederikse (1995) V 187
,,2.3,Hwang et al. (1992) V 187
,,6.9×101,6400 Chameides (1984) T 187
,,2.9×101,"7200 Bell (1966) X 191, 187"
,,5.9×101,"Gaffney and Senum (1984) X 187, 153"
,,4.5×10,"Lee and Zhou (1993) C 31, 187"
,,,Hough (1991) C 190
,,1.4 102×,Warneck (1988) C 187
,,2.8 10−2×,Hilal et al. (2008) Q
,,1.8×10−1,Nirmalakhandan et al. (1997) Q
,,1.0 ×102,Meylan and Howard (1991) Q 187
,,4.2×10−2,Abraham et al. (1990) ?
,,6.2 101×,"Seinfeld (1986) ? 7, 187"
,,,Lelieveld and Crutzen (1991) W 190
,,,Pandis and Seinfeld (1989) W 190
,ethanal,1.3×10−1,5900 Sander et al. (2011) L
,CH3CHO,1.3×10−1,5900 Sander et al. (2006) L
,(acetaldehyde),1.3 10−1×,5700 Staudinger and Roberts (2001) L
,[75-07-0],1.4×10−1,5600 Staudinger and Roberts (1996) L
,,1.5 10−1×,6400 Ji and Evans (2007) M
,,1.1 10−1×,Straver and de Loos (2005) M
,,1.5 10−1×,Marin et al. (1999) M
,,1.3 ×10−1,5700 Benkelberg et al. (1995) M
,,1.7×10−1,5000 Zhou and Mopper (1990) M 188
,,7.1×10−2,Guitart et al. (1989) M 19
,,1.2 10−1×,6300 Betterton and Hoffmann (1988) M 192
,,1.2×10−1,5800 Snider and Dawson (1985) M
,,2.5 ×10−1,Vitenberg et al. (1974) M 147
,,1.5 10−1×,Buttery et al. (1969) M
,,1.2 10−1×,Marin et al. (1999) V
,,1.2 10−1×,Hwang et al. (1992) V
,,1.7×10−2,4500 Janini and Quaddora (1986) X 116
,,1.7×10−1,4700 Goldstein (1982) X 116
,,1.5 ×10−1,Gaffney and Senum (1984) X 153
,,1.5×10−1,Pierotti et al. (1959) X 193
,,1.1 ×10−1,Hilal et al. (2008) Q
,,,5200 Kühne et al. (2005) Q
,,1.4×10−1,Marin et al. (1999) Q
,,1.5 10−1×,Nirmalakhandan et al. (1997) Q
,,1.5 10−1×,Mackay et al. (2006c) ? 7
,,,5800 Kühne et al. (2005) ?
,,9.8 ×10−2,Yaws and Yang (1992) ? 92
,,1.5×10−1,Abraham et al. (1990) ?
,propanal,9.9×10−2,4300 Sander et al. (2011) L
,C2H5CHO,9.9×10−2,4300 Sander et al. (2006) L
,(propionaldehyde),1.3 ×10−1,Liu et al. (2015) M 126
,[123-38-6],9.1 ×10−2,Kim and Kim (2014) M
,,1.3 10−1×,5800 Ji and Evans (2007) M
,,1.3×10−1,5700 Zhou and Mopper (1990) M 188
,,1.3×10−1,Buttery et al. (1969) M
,,7.5 10−2×,Buttery et al. (1965) M
,,1.3 10−1×,Mackay et al. (2006c) V
,,1.3 10−2×,Mackay et al. (1995) V
,,1.6×10,Amoore and Buttery (1978) V
,,5.2×10−2,5600 Schaffer and Daubert (1969) X 116
,,2.7×10−2,2400 Janini and Quaddora (1986) X 116
,,1.2×10−1,Hilal et al. (2008) Q
,,,5500 Kühne et al. (2005) Q
,,1.2 10−1×,Nirmalakhandan et al. (1997) Q
,,1.3 ×10−1,Mackay et al. (2006c) ? 7
,,,5000 Kühne et al. (2005) ?
,,1.3×10−1,Abraham et al. (1990) ?
,butanal,9.5 10−2×,6200 Sander et al. (2011) L
,C3H7CHO,9.5×10−2,6200 Sander et al. (2006) L
,(butyraldehyde),6.1×10−2,Kim and Kim (2014) M
,[123-72-8],8.9 10−2×,6200 Ji and Evans (2007) M
,,9.5 10−2×,6200 Zhou and Mopper (1990) M 188
,,8.6 ×10−2,Buttery et al. (1969) M
,,6.4 10−2×,Buttery et al. (1965) M
,,6.5 10−2×,Mackay et al. (2006c) V
,,6.5×10−2,Mackay et al. (1995) V
,,1.0 ×10−1,Hwang et al. (1992) V
,,6.7×10−2,Amoore and Buttery (1978) V
,,5.4 10−2×,4000 Janini and Quaddora (1986) X 116
,,9.0×10−2,Hilal et al. (2008) Q
,,,5900 Kühne et al. (2005) Q
,,9.5×10−2,Nirmalakhandan et al. (1997) Q
,,8.6×10−2,Mackay et al. (2006c) ? 7
,,,6400 Kühne et al. (2005) ?
,,8.6×10−2,Abraham et al. (1990) ?
,2-methylpropanal,5.9 10−3×,4500 Strekowski and George (2005) M
,C4H8O,3.3×10−2,Karl et al. (2003) M
,(isobutyraldehyde),3.4×10−2,Pollien et al. (2003) M
,[78-84-2],5.0×10−2,Amoore and Buttery (1978) M
,,5.5 10−2×,HSDB (2015) V
,,6.7 10−2×,Amoore and Buttery (1978) V
,,7.0 10−2×,Hilal et al. (2008) Q
,,,5000 Kühne et al. (2005) Q
,,8.2 10−2×,Nirmalakhandan et al. (1997) Q
,,,5100 Kühne et al. (2005) ?
,,5.1×10−2,Abraham et al. (1990) ?
,pentanal,6.8 10−2×,Liu et al. (2015) M 126
,C4H9CHO,3.9×10−2,Kim and Kim (2014) M
,(valeraldehyde),7.1×10−2,6100 Ji and Evans (2007) M
,[110-62-3],6.3×10−2,6300 Zhou and Mopper (1990) M 188
,,6.7 ×10−2,Buttery et al. (1969) M
,,5.8 ×10−2,Buttery et al. (1965) M
,,6.4 10−2×,Amoore and Buttery (1978) V
,,7.2 ×10−2,Hilal et al. (2008) Q
,,,6200 Kühne et al. (2005) Q
,,7.3 ×10−2,Nirmalakhandan et al. (1997) Q
,,6.2×10,Meylan and Howard (1991) Q
,,6.7×10−2,Mackay et al. (2006c) ? 7
,,,5500 Kühne et al. (2005) ?
,,4.4×10−2,"Yaws and Yang (1992) ? 92, 23"
,,6.7×10−2,Abraham et al. (1990) ?
,2-methylbutanal,2.3×10−2,Pollien et al. (2003) M
,C5H10O,9.5×10−3,Hertel et al. (2007) Q 194
,[96-17-3],,
,3-methylbutanal,2.1×10−2,Kim and Kim (2014) M
,C5H10O,2.6×10−2,Pollien et al. (2003) M
,(isovaleraldehyde),2.0 10−2×,Nelson and Hoff (1968) M 115
,[590-86-3],2.5 ×10−2,HSDB (2015) V
,,7.3 ×10−2,Hilal et al. (2008) Q
,,9.8×10−3,Hertel et al. (2007) Q 194
,hexanal,3.2×10−2,Karl et al. (2003) M
,C5H11CHO,4.9 ×10−2,6500 Zhou and Mopper (1990) M 188
,[66-25-1],4.6×10−2,Buttery et al. (1969) M
,,5.8 ×10−2,Buttery et al. (1965) M
,,3.5×10−2,Amoore and Buttery (1978) V
,,4.8×10−2,Sieg et al. (2008) C
,,5.8 ×10−2,Hilal et al. (2008) Q
,,1.1 ×10−2,Hertel et al. (2007) Q 194
,,,6600 Kühne et al. (2005) Q
,,5.8 10−2×,Nirmalakhandan et al. (1997) Q
,,4.6×10−2,Mackay et al. (2006c) ? 7
,,,6900 Kühne et al. (2005) ?
,,1.9×10−2,"Yaws and Yang (1992) ? 92, 23"
,,4.6 10−2×,Abraham et al. (1990) ?
,2-methylpentanal,2.7 10−2×,HSDB (2015) Q 38
,C6H12O,,5700 Kühne et al. (2005) Q
,(2-methylvaleraldehyde),,5300 Kühne et al. (2005) ?
,[123-15-9],,
,heptanal,3.3 10−2×,7500 Zhou and Mopper (1990) M 188
,C 6 H 13CHO,3.7 ×10−2,Buttery et al. (1969) M
,[111-71-7],6.0×10−2,Buttery et al. (1965) M
,,5.4 ×10−2,Amoore and Buttery (1978) V
,,3.7 10−2×,Sieg et al. (2008) C
,,3.7 10−2×,Hilal et al. (2008) Q
,,,6900 Kühne et al. (2005) Q
,,4.5×10−2,Nirmalakhandan et al. (1997) Q
,,,7100 Kühne et al. (2005) ?
,,2.3×10−2,"Yaws and Yang (1992) ? 92, 23"
,,3.7 10−2×,Abraham et al. (1990) ?
,octanal,2.1×10,Li and Carr (1993) M
,C7H15CHO,2.1×10−2,7400 Zhou and Mopper (1990) M 188
,[124-13-0],1.9×10−2,Buttery et al. (1969) M
,,7.5×10−2,Buttery et al. (1965) M
,,2.9×10−2,Amoore and Buttery (1978) V
,,1.9 10−2×,Sieg et al. (2008) C
,,3.9 10−2×,Hilal et al. (2008) Q
,,,7300 Kühne et al. (2005) Q
,,3.6 ×10−2,Nirmalakhandan et al. (1997) Q
,,,6200 Kühne et al. (2005) ?
,,2.0,"Yaws and Yang (1992) ? 92, 23"
,,1.9×10−2,Abraham et al. (1990) ?
,nonanal,1.0 10−2×,6700 Zhou and Mopper (1990) M 188
,C 8 H 17CHO,1.3 ×10−2,Buttery et al. (1969) M
,[124-19-6],7.1 10−2×,Buttery et al. (1965) M
,,1.3 10−2×,Amoore and Buttery (1978) V
,,1.4 ×10−2,Sieg et al. (2008) C
,,2.4 10−2×,Hilal et al. (2008) Q
,,2.8 10−2×,Nirmalakhandan et al. (1997) Q
,,2.0 ×10−2,Meylan and Howard (1991) Q
,,6.9 10−3×,"Yaws and Yang (1992) ? 92, 23"
,,1.3 10−2×,Abraham et al. (1990) ?
,2-ethylhexanal,1.2 10−2×,HSDB (2015) V
,C8H16O,2.7×10−2,Hilal et al. (2008) Q
,[123-05-7],,
,"3,5,5-trimethylhexanal",2.0 10−2×,HSDB (2015) Q 38
,C9H18O,,
,[5435-64-3],,
,decanal,4.3 10−3×,Helburn et al. (2008) M
,C9H19CHO,6.0 ×10−3,8700 Zhou and Mopper (1990) M 188
,[112-31-2],1.7 10−1×,Buttery et al. (1965) M
,,5.5 ×10−3,Sieg et al. (2008) C
,,2.6×10−2,Hilal et al. (2008) Q
,,,7900 Kühne et al. (2005) Q
,,,8500 Kühne et al. (2005) ?
,undecanal,,8300 Kühne et al. (2005) Q
,C11H22O,,8300 Kühne et al. (2005) ?
,[112-44-7],,
,propenal,7.2 10−2×,5100 Snider and Dawson (1985) M
,CH2CHCHO,1.0 ×10−1,Mackay et al. (2006c) V
,(acrolein),2.3,Lide and Frederikse (1995) V
,[107-02-8],1.0 ×10−2,Mackay et al. (1995) V
,,7.0×10−2,Hwang et al. (1992) V
,,1.3 10−1×,Suntio et al. (1988) V 9
,,1.0×10−1,3800 Goldstein (1982) X 116
,,2.2,Howard (1989) X 164
,,8.1 10−2×,Gaffney and Senum (1984) X 153
,,1.8×10,Suntio et al. (1988) C 9
,,1.4 ×10−1,Ryan et al. (1988) C
,,9.5 10−2×,Hilal et al. (2008) Q
,,,4600 Kühne et al. (2005) Q
,,7.5×10−2,Mackay et al. (2006c) ? 7
,,,3800 Kühne et al. (2005) ?
,2-methylpropenal,4.8 ×10−2,4300 Ji and Evans (2007) M
,C 4 H 6O,6.4 ×10−2,Iraci et al. (1999) M
,(methacrolein),4.2 10−2×,5300 Allen et al. (1998) M
,[78-85-3],5.2 10−2×,HSDB (2015) V
,,9.5 10−2×,Hilal et al. (2008) Q
,,,4000 Kühne et al. (2005) Q
,,,4800 Kühne et al. (2005) ?
,2-butenal,9.7 ×10−2,Hilal et al. (2008) Q
,C 4 H 6O,2.7 ×10−1,Nirmalakhandan et al. (1997) Q
,[4170-30-3],,
,(E)-2-butenal,5.0 ×10−1,Buttery et al. (1971) M
,CH3CHCHCHO,4.4×10−2,Mackay et al. (2006c) V
,(crotonaldehyde),4.4×10−2,Mackay et al. (1995) V
,[123-73-9],5.9 10−1×,3600 Goldstein (1982) X 116
,,5.0 10−1×,Gaffney and Senum (1984) X 153
,,,5000 Kühne et al. (2005) Q
,,,4300 Kühne et al. (2005) ?
,,5.1×10−1,Abraham et al. (1990) ?
,2-hexenal,6.2×10−2,Hilal et al. (2008) Q
,C 6 H 10O,1.7 ×10−1,Nirmalakhandan et al. (1997) Q
,[505-57-7],,
,(E)-2-hexenal,1.4×10−1,Karl et al. (2003) M
,C3H7CHCHCHO,2.0 ×10−1,Buttery et al. (1971) M
,(trans-2-hexenal),,
,[6728-26-3],,
,"(E,E)-2,4-hexadienal",1.0,Buttery et al. (1971) M
,CH3CHCHCHCHCHO,3.9×10−1,Hilal et al. (2008) Q
,"(trans-trans-2,4-hexadienal)",,
,[142-83-6],,
,2-heptenal,5.0 10−2×,Hilal et al. (2008) Q
,C7H12O,,
,[2463-63-0],,
,(Z)-4-heptenal,8.8×10−2,Straver and de Loos (2005) M
,C7H12O,,
,(cis-4-heptenal),,
,[6728-31-0],,
,2-octenal,4.1 10−2×,Hilal et al. (2008) Q
,C8H14O,1.0×10−1,Nirmalakhandan et al. (1997) Q
,[2363-89-5],,
,(E)-2-octenal,1.3×10,Buttery et al. (1971) M
,C5H11CHCHCHO,,Betterton (1992) W 195
,(trans-2-octenal),,
,[2548-87-0],,
,(E)-2-nonenal,5.8 ×10−2,Roberts and Pollien (1997) M
,C9H16O,,
,(trans-2-nonenal),,
,[18829-56-6],,
,"3,7-dimethyl-6-octenal",2.5×10−2,4500 van Roon et al. (2005) V
,C10H18O,3.8 ×10−2,HSDB (2015) Q 38
,(citronellal),,
,[106-23-0],,
,"3,7-dimethyl-2,6-octadienal",2.3 ×10−1,HSDB (2015) Q 38
,C10H16O,,
,(citral),,
,[5392-40-5],,
,benzaldehyde,3.8×10−1,5500 Staudinger and Roberts (2001) L
,C6H5CHO,3.9×10−1,4800 Staudinger and Roberts (1996) L
,[100-52-7],3.2×10−1,6300 Allou et al. (2011) M
,,3.5×10−1,7000 Allen et al. (1998) M
,,4.2 ×10−1,4600 Zhou and Mopper (1990) M 188
,,3.7 10−1×,5100 Betterton and Hoffmann (1988) M 192
,,1.6×10−1,Mackay et al. (2006c) V
,,1.6 10−1×,Mackay et al. (1995) V
,,3.6 10−1×,Hine and Mookerjee (1975) V
,,3.5×10−1,5400 Bagno et al. (1991) T 196
,,3.6 10−1×,Gaffney and Senum (1984) X 153
,,3.7×10−1,Schüürmann (2000) C 7
,,7.7×10−1,Hilal et al. (2008) Q
,,2.6 10−2×,Emel’yanenko et al. (2007) Q 166
,,2.6×10−2,Hertel and Sommer (2006) Q 166
,,,5800 Kühne et al. (2005) Q
,,7.2 10−1×,Nirmalakhandan et al. (1997) Q
,,4.4×10−1,Mackay et al. (2006c) ? 7
,,,5400 Kühne et al. (2005) ?
,,3.6 10−1×,Abraham et al. (1990) ?
,phenylacetaldehyde,1.0 10−1×,Emel’yanenko et al. (2007) Q 166
,C6H5CH2CHO,1.0×10−1,Hertel and Sommer (2005) Q 166
,[122-78-1],,
,2-methylbenzaldehyde,3.3 10−1×,HSDB (2015) Q 38
,C8H8O,,
,(o-tolualdehyde),,
,[529-20-4],,
,3-methylbenzaldehyde,3.3×10,HSDB (2015) Q 38
,C8H8O,,
,(m-tolualdehyde),,
,[620-23-5],,
,4-methylbenzaldehyde,5.8 ×10−1,HSDB (2015) V
,C8H8O,5.4×10−1,Abraham et al. (1994a) R
,(p-tolualdehyde),7.9 10−1×,Hilal et al. (2008) Q
,[104-87-0],5.2 10−1×,Nirmalakhandan et al. (1997) Q
,2-hydroxybenzaldehyde,1.6 101×,Hilal et al. (2008) Q
,C6H4(OH)CHO,,
,(2-formylphenol),,
,[90-02-8],,
,3-hydroxybenzaldehyde,3.9×103,Gaffney and Senum (1984) X 153
,C 6 H 4(OH)CHO,5.3 ×103,Hilal et al. (2008) Q
,(3-formylphenol),3.0 104×,Nirmalakhandan et al. (1997) Q
,[100-83-4],3.8 103×,Abraham et al. (1990) ?
,4-hydroxybenzaldehyde,1.9×104,8600 Parsons et al. (1971) T 168
,C6H4(OH)CHO,8.8×102,Hilal et al. (2008) Q
,(4-formylphenol),3.0×104,Nirmalakhandan et al. (1997) Q
,[123-08-0],1.9 ×104,Abraham et al. (1990) ?
,3-phenyl-2-propenal,2.8,HSDB (2015) V
,C9H8O,1.4,6300 van Roon et al. (2005) V
,(cinnamaldehyde),,
,[104-55-2],,
,α-amyl cinnamaldehyde,1.3,HSDB (2015) Q 182
,C14H18O,,
,[122-40-7],,
,ethanedial,4.1×103,7500 Sander et al. (2011) L 192
,OHCCHO,4.9×105,Kampf et al. (2013) M 197
,(glyoxal),4.1 ×103,7500 Ip et al. (2009) M 192
,[107-22-2],,Volkamer et al. (2009) M 198
,,2.6 105×,"Kroll et al. (2005) M 192, 199"
,,3.6×103,"Zhou and Mopper (1990) M 192, 127"
,,>3.0×103,Betterton and Hoffmann (1988) M 192
,,1.4 104×,"Lee and Zhou (1993) C 31, 192"
,pentanedial,3.0×102,9200 Olson (1998) M
,OHC(CH2)3CHO,4.1 ×102,HSDB (2015) Q 38
,(glutaraldehyde),,8800 Kühne et al. (2005) Q
,[111-30-8],,9100 Kühne et al. (2005) ?
,,Ket,ones (RCOR)
,propanone,2.7 10−1×,5500 Sander et al. (2011) L
,CH 3 COCH3,3.3 ×10−1,5300 Poulain et al. (2010) L
,(acetone),2.8 −1×10,5100 Sander et al. (2006) L
,[67-64-1],2.6×10−1,5700 Fogg and Sangster (2003) L
,,2.8×10−1,4800 Staudinger and Roberts (2001) L
,,3.0 10−1×,4600 Staudinger and Roberts (1996) L
,,2.9×10−1,5100 Poulain et al. (2010) M
,,2.6×10−1,5400 Ji and Evans (2007) M
,,2.4 10−1×,"4200 Falabella et al. (2006) M 89, 130"
,,2.6×10−1,6400 Strekowski and George (2005) M
,,2.4 ×10−1,Straver and de Loos (2005) M
,,2.4×10−1,4300 Chai et al. (2005) M 89
,,1.0×10−1,Ayuttaya et al. (2001) M 131
,,9.4 10−4×,Ayuttaya et al. (2001) M 132
,,5.3×10−1,Ayuttaya et al. (2001) M 133
,,2.7 ×10−1,5300 Benkelberg et al. (1995) M
,,2.7 10−1×,Hoff et al. (1993) M
,,3.2 10−1×,5800 Betterton (1991) M
,,3.5 10−1×,3800 Zhou and Mopper (1990) M 188
,,1.2×10−1,Guitart et al. (1989) M 19
,,1.4×10−1,Hellmann (1987) M 31
,,2.5×10−1,4800 Snider and Dawson (1985) M
,,3.2×10−1,5400 Schoene and Steinhanses (1985) M
,,1.5 ×10−1,Sato and Nakajima (1979a) M 19
,,2.5 10−1×,Vitenberg et al. (1975) M
,,2.5 10−1×,Vitenberg et al. (1974) M
,,3.2 10−1×,Vitenberg et al. (1974) M
,,2.5×10−1,Buttery et al. (1969) M
,,3.1 10−1×,Nelson and Hoff (1968) M 115
,,2.8 10−1×,Burnett (1963) M
,,1.8 ×10−2,Abraham and Acree Jr. (2007) V
,,2.6 10−1×,Hwang et al. (1992) V
,,2.4×10−1,Rathbun and Tai (1982) V
,,3.1 10−2×,Hine and Weimar Jr. (1965) R
,,3.0 ×10−1,Butler and Ramchandani (1935) R
,,2.5 ×10−1,4900 Bagno et al. (1991) T 196
,,2.2×10−1,5000 Schaffer and Daubert (1969) X 116
,,3.0 10−2×,3300 Janini and Quaddora (1986) X 116
,,3.0 10−1×,Gaffney and Senum (1984) X 153
,,2.7 10−1×,Cabani et al. (1981) C
,,1.4×10−1,Hilal et al. (2008) Q
,,,5500 Kühne et al. (2005) Q
,,2.1 10−1×,Nirmalakhandan et al. (1997) Q
,,2.5×10−1,Taft et al. (1985) Q
,,2.5×10−1,Mackay et al. (2006c) ? 7
,,,5100 Kühne et al. (2005) ?
,,1.8×10−1,Yaws et al. (1998) ?
,,2.3×10−1,Yaws and Yang (1992) ? 92
,,2.5×10−1,Abraham et al. (1990) ?
,propanone-2-13C,3.1 10−1×,5300 Hiatt (2013) M
,CH3COCH3,,
,(acetone-2-13C),,
,[3881-06-9],,
,1-hydroxypropanone,7.7 ×101,Lee and Zhou (1993) C 31
,CH3COCH2OH,,
,(hydroxyacetone),,
,[116-09-6],,
,butanone,1.8×10−1,5700 Sander et al. (2011) L
,C2H5COCH3,1.8 ×10−1,5700 Sander et al. (2006) L
,(methyl ethyl ketone; MEK),1.9×10−1,4600 Fogg and Sangster (2003) L
,[78-93-3],1.8×10−1,5400 Staudinger and Roberts (2001) L
,,2.0×10−1,5000 Staudinger and Roberts (1996) L
,,1.0 10−1×,Kim and Kim (2014) M
,,9.5 10−2×,Helburn et al. (2008) M
,,2.1×10−1,5200 Ji and Evans (2007) M
,,1.5 ×10−1,"4400 Falabella et al. (2006) M 89, 130"
,,2.7×10−2,12000 Strekowski and George (2005) M
,,1.7×10−1,Straver and de Loos (2005) M
,,1.5 ×10−1,4500 Chai et al. (2005) M 89
,,,Cheng et al. (2004) M 123
,,,Cheng et al. (2003) M 123
,,1.1 10−1×,Karl et al. (2003) M
,,1.6×10−1,Kim et al. (2000) M
,,1.9×10−1,Chaintreau et al. (1995) M
,,1.4×10−1,4700 Ettre et al. (1993) M 89
,,1.9 10−1×,5000 Zhou and Mopper (1990) M 188
,,6.8 ×10−2,-5200 Ashworth et al. (1988) M 103
,,1.3×10−1,Hellmann (1987) M 31
,,1.8×10−1,Park et al. (1987) M
,,1.7×10−1,5700 Snider and Dawson (1985) M
,,1.4 ×10−1,Hawthorne et al. (1985) M
,,1.0 10−1×,Friant and Suffet (1979) M 23
,,9.8×10−2,Sato and Nakajima (1979a) M 19
,,1.8×10−1,Vitenberg et al. (1975) M
,,1.1×10−1,Vitenberg et al. (1974) M
,,1.9×10−1,Rohrschneider (1973) M
,,2.1 ×10−1,Buttery et al. (1969) M
,,1.1×10−2,Abraham and Acree Jr. (2007) V
,,2.8 10−1×,Mackay et al. (2006c) V
,,2.8×10−1,Mackay et al. (1995) V
,,2.6 10−1×,Hwang et al. (1992) V
,,1.6×10−1,Rathbun and Tai (1982) V
,,7.1 10−2×,Hine and Weimar Jr. (1965) R
,,2.1×10−1,5500 Bagno et al. (1991) T 196
,,,5500 Della Gatta et al. (1981) T 100
,,7.1 10−2×,5800 Janini and Quaddora (1986) X 116
,,2.3 10−1×,Mackay et al. (1995) C
,,4.1×10,Harrison et al. (1993) C
,,1.9 ×10−1,Cabani et al. (1981) C
,,1.3 10−1×,Hilal et al. (2008) Q
,,,5900 Kühne et al. (2005) Q
,,1.6×10−1,Nirmalakhandan et al. (1997) Q
,,1.0×10−1,Mackay et al. (2006c) ? 7
,,,5300 Kühne et al. (2005) ?
,,1.5×10−1,Yaws et al. (1998) ?
,,3.1 10−1×,Betterton (1991) ?
,,2.1 10−1×,Abraham et al. (1990) ?
,"butanone-1,1,1,3,3-d5",3.7×10−1,8200 Hiatt (2013) M
,C2H5COCH3,,
,(methyl ethyl ketone-d5; MEK-d5),,
,[24313-50-6],,
,2-pentanone,1.6×10−1,5700 Ji and Evans (2007) M
,C3H7COCH3,1.0×10−1,"4600 Falabella et al. (2006) M 89, 130"
