CID,Melting Point,InChIKey
6702,205.5,ZLCUIOWQYBYEBG-UHFFFAOYSA-N
6726,105.5,UVKZSORBKUEBAZ-UHFFFAOYSA-N
6732,109.0,RZKYEQDPDZUERB-UHFFFAOYSA-N
6741,232.5,VHRSUDSXCMQTMA-PJHHCJLFSA-N
222528,177.0,KXGVEGMKQFWNSR-LLQZFEROSA-N
6748,152.0,CSJAXRKDCCWCSJ-UHFFFAOYSA-N
6758,176.0,JUVIOZPCNVVQFO-HBGVWJBISA-N
6766,56.2,OIAQMFOKAXHPNH-UHFFFAOYSA-N
6778,73.0,DWNAQMUDCDVSLT-UHFFFAOYSA-N
6788,2.5,PGIBJVOPLXHHGS-UHFFFAOYSA-N
66548,133.0,JSJIIHRNDMLJGK-UHFFFAOYSA-N
6821,150.0,AZPJXONNBLOZFE-UHFFFAOYSA-N
6837,74.3,NEBPTMCRLHKPOB-UHFFFAOYSA-N
66582,187.0,QRDZFPUVLYEQTA-UHFFFAOYSA-N
6880,37.0,LVYLCBNXHHHPSB-UHFFFAOYSA-N
6888,50.0,GEDIWDLJKRKBFT-UHFFFAOYSA-N
1057,133.0,WQGWDDDVZFFDIG-UHFFFAOYSA-N
6905,326.0,CAYGQBVSOZLICD-UHFFFAOYSA-N
6914,69.0,LINPIYWFGCPVIE-UHFFFAOYSA-N
6920,10.5,WYJOVVXUZNRJQY-UHFFFAOYSA-N
6931,76.0,ZEFMBAFMCSYJOO-UHFFFAOYSA-N
6950,40.0,OWZPCEFYPSAJFR-UHFFFAOYSA-N
6956,222.0,NAYYNDKKHOIIOD-UHFFFAOYSA-N
6979,116.5,PBGKNXWGYQPUJK-UHFFFAOYSA-N
6980,88.5,NWSIFTLPLKCTSX-UHFFFAOYSA-N
6982,63.0,KFZXVMNBUMVKLN-UHFFFAOYSA-N
644020,30.5,SLRCCWJSBJZJBV-ZQDZILKHSA-N
7025,83.0,VOUGEZYPVGAPBB-UHFFFAOYSA-N
7031,179.0,VVBLNCFGVYUYGU-UHFFFAOYSA-N
7045,28.0,XSCHRSMBECNVNS-UHFFFAOYSA-N
7057,113.0,JBIJLHTVPXGSAM-UHFFFAOYSA-N
7076,87.0,YJTKZCDBKVTVBY-UHFFFAOYSA-N
7091,162.0,JRNGUTKWMSBIBF-UHFFFAOYSA-N
62338,37.0,HYVGFUIWHXLVNV-UHFFFAOYSA-N
7099,285.0,WDVSHHCDHLJJJR-UHFFFAOYSA-N
7113,121.0,QCZZSANNLWPGEA-UHFFFAOYSA-N
7114,114.0,BAJQRLZAPXASRD-UHFFFAOYSA-N
66726,52.0,AFUKNJHPZAVHGQ-UHFFFAOYSA-N
7124,156.0,LOAUVZALPPNFOQ-UHFFFAOYSA-N
7138,61.0,QXKPLNCZSFACPU-UHFFFAOYSA-N
7157,145.0,MDBGGTQNNUOQRC-UHFFFAOYSA-N
7166,56.0,CVBUKMMMRLOKQR-UHFFFAOYSA-N
7167,42.5,CHIHQLCVLOXUJW-UHFFFAOYSA-N
7173,5.0,WHOKDONDRZNCBC-UHFFFAOYSA-N
7176,64.5,PUYOAVGNCWPANW-UHFFFAOYSA-N
7183,173.0,OWWVHQUOYSPNNE-UHFFFAOYSA-N
7206,9.0,UQMRAFJOBWOFNS-UHFFFAOYSA-N
7207,100.0,LLWADFLAOKUBDR-UHFFFAOYSA-N
7208,66.0,LGURYBCSJPXHTF-UHFFFAOYSA-N
7211,-40.0,RWLALWYNXFYRGW-UHFFFAOYSA-N
7217,-10.0,JEYLQCXBYFQJRO-UHFFFAOYSA-N
7248,51.0,DOLQYFPDPKPQSS-UHFFFAOYSA-N
7258,68.0,WDNBURPWRNALGP-UHFFFAOYSA-N
7268,-40.6,WYACBZDAHNBPPB-UHFFFAOYSA-N
7285,-14.7,CFXQEHVMCRXUSD-UHFFFAOYSA-N
7290,-40.0,SSZWWUDQMAHNAQ-UHFFFAOYSA-N
5324275,-29.5,WHIVNJATOVLWBW-SNAWJCMRSA-N
7305,-42.0,GRXKLBBBQUKJJZ-UHFFFAOYSA-N
7313,-39.0,ZYWUVGFIXPNBDL-UHFFFAOYSA-N
2406,188.0,JFIOVJDNOJYLKP-UHFFFAOYSA-N
7344,-26.0,LZCLXQDLBQLTDK-UHFFFAOYSA-N
7351,-80.7,RXGUIWHIADMCFC-UHFFFAOYSA-N
7361,-14.6,XPFVYQJUAUNWIW-UHFFFAOYSA-N
7381,54.3,XESZUVZBAMCAEJ-UHFFFAOYSA-N
442501,37.5,WUOACPNHFRMFPN-VIFPVBQESA-N
7399,85.0,POXFXTSTVWDWIR-UHFFFAOYSA-N
7409,15.0,WAPNOHKVXSQRPX-UHFFFAOYSA-N
7411,-17.0,CAHQGWAXKLQREW-UHFFFAOYSA-N
1018,136.5,SIOXPEMLGUPBBT-UHFFFAOYSA-N
7430,191.0,BIXZHMJUSMUDOQ-UHFFFAOYSA-N
7431,262.0,PBAYDYUZOSNJGU-UHFFFAOYSA-N
7453,61.5,ZUTYZAFDFLLILI-UHFFFAOYSA-N
7461,-10.0,YKFLAYDHMOASIY-UHFFFAOYSA-N
7497,-70.0,BFSVOASYOCHEOV-UHFFFAOYSA-N
7506,79.0,GPHQHTOMRSGBNZ-UHFFFAOYSA-N
79,51.0,GZPHSAQLYPIAIN-UHFFFAOYSA-N
7525,-64.0,HVCNXQOWACZAFN-UHFFFAOYSA-N
7542,113.0,YNTJKQDWYXUTLZ-UHFFFAOYSA-N
154417,108.5,RKUNBYITZUJHSG-VFSICIBPSA-N
7563,84.0,HJSPWKGEPDZNLK-UHFFFAOYSA-N
7595,239.0,GWEHVDNNLFDJLR-UHFFFAOYSA-N
7622,-70.0,IMFACGCPASFAPR-UHFFFAOYSA-N
7666,-65.7,WMPPDTMATNBGJN-UHFFFAOYSA-N
7684,152.0,YICAMJWHIUMFDI-UHFFFAOYSA-N
6101,104.5,JOXIMZWYDAKGHI-UHFFFAOYSA-N
5373773,-25.0,CMDKPGRTAQVGFQ-RMKNXTFCSA-N
7697,78.0,MXOAEAUPQDYUQM-UHFFFAOYSA-N
7716,-14.4,UZILCZKGXMQEQR-UHFFFAOYSA-N
7746,-80.0,LTFTWJYRQNTCHI-UHFFFAOYSA-N
7751,-21.0,VEUUMBGHMNQHGO-UHFFFAOYSA-N
7757,-80.0,WRQNANDWMGAFTP-UHFFFAOYSA-N
7758,-98.9,DCKVNWZUADLDEH-UHFFFAOYSA-N
7797,-66.1,TVQGDYNRXLTQAP-UHFFFAOYSA-N
7799,-43.1,YYZUSRORWSJGET-UHFFFAOYSA-N
7802,-39.0,NGAZZOYFWWSOGK-UHFFFAOYSA-N
7829,38.0,ALOUNLDAKADEEB-UHFFFAOYSA-N
7846,-125.7,KDKYADYSIPSCCQ-UHFFFAOYSA-N
7848,-113.3,SUVIGLJNEAMWEG-UHFFFAOYSA-N
7849,-16.7,IBYHHJPAARCAIE-UHFFFAOYSA-N
7850,-134.5,OSDWBNJEKMUWAV-UHFFFAOYSA-N
7853,-88.2,VVJKKWFAADXIJK-UHFFFAOYSA-N
3301,11.1,PIICEJLVQHRZGT-UHFFFAOYSA-N
7858,-129.0,XXROGKLTLUQVRX-UHFFFAOYSA-N
174,-13.0,LYCAIKOWRPUZTN-UHFFFAOYSA-N
7860,15.0,LEQAOMBKQFMDFZ-UHFFFAOYSA-N
4068592,300.0,XOAAWQZATWQOTB-UHFFFAOYSA-N
1123,328.0,XOAAWQZATWQOTB-UHFFFAOYSA-N
7870,-50.0,SVTBMSDMJJWYQN-UHFFFAOYSA-N
7871,-57.0,DYAHQFWOVKZOOW-UHFFFAOYSA-N
24705,-80.0,CXQXSVUQTKDNFP-UHFFFAOYSA-N
7883,64.0,QPLJYAKLSCXZSF-UHFFFAOYSA-N
7884,-30.0,KOKPBCHLPVDQTK-UHFFFAOYSA-N
7891,-112.0,YXZFFTJAHVMMLF-UHFFFAOYSA-N
7898,121.5,DGJMPUGMZIKDRO-UHFFFAOYSA-N
264,-5.7,FERIUCNNQQJTOY-UHFFFAOYSA-N
1088,208.0,FSYKKLYZXJSNPZ-UHFFFAOYSA-N
7311726,208.0,FSYKKLYZXJSNPZ-UHFFFAOYSA-N
7902,-59.0,UEEJHVSXFDXPFK-UHFFFAOYSA-N
7907,-119.9,BZHMBWZPUJHVEE-UHFFFAOYSA-N
7910,-90.0,WVYWICLMDOOCFB-UHFFFAOYSA-N
7918,-73.0,WFDIJRYMOXRFFG-UHFFFAOYSA-N
7931,-47.8,OSOUNOBYRMOXQQ-UHFFFAOYSA-N
7945,-99.3,PPXUHEORWJQRHJ-UHFFFAOYSA-N
7953,-46.0,BWZVCCNYKMEVEX-UHFFFAOYSA-N
7959,-64.0,CPIVYSAVIPTCCX-UHFFFAOYSA-N
7963,3.66,FKNQCJSGGFJEIZ-UHFFFAOYSA-N
7969,-14.9,RMVRSNDYEFQCLF-UHFFFAOYSA-N
7970,-18.1,ITQTTZVARXURQS-UHFFFAOYSA-N
66057,62.0,JOMNTHCQHJPVAZ-UHFFFAOYSA-N
7976,-29.0,CAWHJQAVHZEVTJ-UHFFFAOYSA-N
7986,-10.0,PYGXAGIECVVIOZ-UHFFFAOYSA-N
7992,-112.0,OZCMOJQQLBXBKI-UHFFFAOYSA-N
8001,-34.2,VEFLKXRACNJHOV-UHFFFAOYSA-N
5326160,-145.8,QMMOXUPEWRXHJS-HYXAFXHYSA-N
8007,-50.0,HQABUPZFAYXKJW-UHFFFAOYSA-N
8011,-46.0,WSGYTJNNHPZFKR-UHFFFAOYSA-N
8012,-115.7,WQAQPCDUOCURKW-UHFFFAOYSA-N
8017,-70.0,GBHCABUWWQUMAJ-UHFFFAOYSA-N
8019,-85.1,XNWFRZJHXBZDAG-UHFFFAOYSA-N
8038,-98.8,GJRQTCIYDGXPES-UHFFFAOYSA-N
8048,-20.0,RGXWDWUGBIJHDO-UHFFFAOYSA-N
8049,5.0,ONKUXPIBXRRIDU-UHFFFAOYSA-N
8052,-93.5,XKYICAQFSCFURC-UHFFFAOYSA-N
8054,-70.0,XLLIQLLCWZCATF-UHFFFAOYSA-N
8059,-37.3,KJDRSWPQXHESDQ-UHFFFAOYSA-N
642197,-14.166666666699998,FQDIANVAWVHZIR-OWOJBTEDSA-N
8060,-55.0,DPBLXKKOBLCELK-UHFFFAOYSA-N
8067,-75.7,ZRKMQKLGEQPLNS-UHFFFAOYSA-N
8074,-70.0,DNJRKFKAFWSXSE-UHFFFAOYSA-N
8076,-70.0,ZNQVEEAIQZEUHB-UHFFFAOYSA-N
4837,106.0,GLUUGHFHXGJENI-UHFFFAOYSA-N
8083,-4.9,YNAVUWVOSKDBBP-UHFFFAOYSA-N
8088,148.0,QEVGZEDELICMKH-UHFFFAOYSA-N
135372455,-7.5,MNWFXJYAOYHMED-UHFFFAOYSA-N
8094,-7.5,MNWFXJYAOYHMED-UHFFFAOYSA-N
8095,-61.7,SVONRAPFKPVNKG-UHFFFAOYSA-N
5192,130.8,CXMXRPHRNRROMY-UHFFFAOYSA-N
8111,-39.0,RPNUMPOLZDHAAY-UHFFFAOYSA-N
8141,-53.5,BKIMMITUMNQMOS-UHFFFAOYSA-N
8146,-76.0,XXJWXESWEXIICW-UHFFFAOYSA-N
8147,-32.0,NLXGURFLBLRZRO-UHFFFAOYSA-N
8160,-63.0,NQBXSWAWVZHKBZ-UHFFFAOYSA-N
8171,-31.5,AGYUOJIYYGGHKV-UHFFFAOYSA-N
8177,-68.0,OAYXUHPQHDHDDZ-UHFFFAOYSA-N
8178,-44.0,JLGLQAWTXXGVEM-UHFFFAOYSA-N
8179,-45.0,RRQYJINTUHWNHW-UHFFFAOYSA-N
8190,-18.7,WFSMVVDJSNMRAR-UHFFFAOYSA-N
8199,-40.0,GZMAAYIALGURDQ-UHFFFAOYSA-N
8222,36.8,CBFCDTFDPHXCNY-UHFFFAOYSA-N
4944,87.0,ISRUGXGCCGIOQO-UHFFFAOYSA-N
8266,209.0,DJKGDNKYTKCJKD-UHFFFAOYSA-N
1531,110.0,UXFQFBNBSPQBJW-UHFFFAOYSA-N
8284,61.5,XRVCFZPJAHWYTB-UHFFFAOYSA-N
8295,-35.0,HQUQLFOMPYWACS-UHFFFAOYSA-N
9570071,99.0,QGLZXHRNAYXIBU-WEVVVXLNSA-N
8299,-17.0,XLSMFKSTNGKWQX-UHFFFAOYSA-N
8301,-142.5,BFKJFAAPBSQJPD-UHFFFAOYSA-N
67000,100.0,SIQZJFKTROUNPI-UHFFFAOYSA-N
8305,147.0,MLGCXEBRWGEOQX-UHFFFAOYSA-N
8323,216.0,AQXYVFBSOOBBQV-UHFFFAOYSA-N
8341,304.5,XOGPDSATLSAZEK-UHFFFAOYSA-N
8344,-45.0,HSUIVCLOAAJSRE-UHFFFAOYSA-N
8346,25.0,MQIUGAXCHLFZKX-UHFFFAOYSA-N
1309,132.0,JZUTXVTYJDCMDU-UHFFFAOYSA-N
8360,132.0,KEQGZUUPPQEDPF-UHFFFAOYSA-N
8381,55.0,CXJSOEPQXUCJSA-UHFFFAOYSA-N
3858081,194.0,BCPQALWAROJVLE-UHFFFAOYSA-N
8398,123.0,KGRVJHAUYBGFFP-UHFFFAOYSA-N
3091,41.5,HZTMGWSBSDLALI-UHFFFAOYSA-N
67069,180.5,WVMBPWMAQDVZCM-UHFFFAOYSA-N
8413,131.5,NUIURNJTPRWVAP-UHFFFAOYSA-N
8419,43.0,WJUFSDZVCOTFON-UHFFFAOYSA-N
67116,64.5,BERFDQAMXIBOHM-UHFFFAOYSA-N
8425,48.5,NCKMMSIFQUPKCK-UHFFFAOYSA-N
1044,216.5,KDCGOANMDULRCW-UHFFFAOYSA-N
8447,180.0,AFZSMODLJJCVPP-UHFFFAOYSA-N
4947,130.0,ZTHYODDOHIVTJV-UHFFFAOYSA-N
8490,205.5,XTFIVUDBNACUBN-UHFFFAOYSA-N
31201,45.5,ITEQSCBLCCNACE-UHFFFAOYSA-N
31222,131.0,YBQZXXMEJHZYMB-UHFFFAOYSA-N
31235,11.0,MWGATWIBSKHFMR-UHFFFAOYSA-N
31248,127.0,MKTOIPPVFPJEQO-UHFFFAOYSA-N
31251,-36.7,BYEVBITUADOIGY-UHFFFAOYSA-N
31256,-44.0,SWXVUIWOUIDPGS-UHFFFAOYSA-N
31271,-70.0,NEHDRDVHPTWWFG-UHFFFAOYSA-N
31276,-78.5,MLFHJEHSLIIPHL-UHFFFAOYSA-N
31277,129.0,UVZICZIVKIMRNE-UHFFFAOYSA-N
454,-23.0,NUJGJRNETVAIRJ-UHFFFAOYSA-N
31288,-32.0,VXQBJTKSVGFQOL-UHFFFAOYSA-N
15600,-29.7,DIOQZVSQGTUSAI-UHFFFAOYSA-N
13583,28.3,JRBPAEWTRLWTQC-UHFFFAOYSA-N
8948,160.5,QYPPRTNMGCREIM-UHFFFAOYSA-N
31298,154.0,AKXUUJCMWZFYMV-UHFFFAOYSA-M
11807,25.5,CBTVGIZVANVGBH-UHFFFAOYSA-N
31301,-110.4,KVBKAPANDHPRDG-UHFFFAOYSA-N
31304,203.0,VJKUPQSHOVKBCO-ZTYBEOBUSA-N
31340,86.5,ZIJKGAXBCRWEOL-SAXBRCJISA-N
3284,96.0,GXRZIMHKGDIBEW-UHFFFAOYSA-N
31352,221.0,TXBCBTDQIULDIA-UHFFFAOYSA-N
31356,5.5,PQYJRMFWJJONBO-UHFFFAOYSA-N
3657,141.0,VSNHCAURESNICA-UHFFFAOYSA-N
1060,13.8,LCTONWCANYUPML-UHFFFAOYSA-N
5576,46.0,IRYJRGCIQBGHIV-UHFFFAOYSA-N
5319,181.5,PBCZLFBEBARBBI-UHFFFAOYSA-N
67184,174.0,PCLIMKBDDGJMGD-UHFFFAOYSA-N
31398,150.0,JRNVZBWKYDBUCA-UHFFFAOYSA-N
31401,203.0,RUDATBOHQWOJDD-UZVSRGJWSA-N
275196,176.0,AKNNEGZIBPJZJG-MSOLQXFVSA-N
8512,193.8,BTLXPCBPYBNQNR-UHFFFAOYSA-N
2817,130.0,CTQMJYWDVABFRZ-UHFFFAOYSA-N
8540,107.0,QJYHUJAGJUHXJN-UHFFFAOYSA-N
8593,214.5,YTRMTPPVNRALON-UHFFFAOYSA-N
8594,185.0,JXTHEWSKYLZVJC-UHFFFAOYSA-N
8601,123.5,XOOMNEFVDUTJPP-UHFFFAOYSA-N
8606,178.0,LDVVMCZRFWMZSG-UHFFFAOYSA-N
8607,177.0,HKIOYBQGHSTUDB-UHFFFAOYSA-N
8617,124.5,JTEDVYBZBROSJT-UHFFFAOYSA-N
8621,83.0,IYOLBFFHPZOQGW-UHFFFAOYSA-N
8631,235.5,DHZVWQPHNWDCFS-UHFFFAOYSA-N
8675,134.0,OREQWMWYRYXCDF-UHFFFAOYSA-N
8689,98.0,ALIFPGGMJDWMJH-UHFFFAOYSA-N
8717,68.0,BMIPMKQAAJKBKP-UHFFFAOYSA-N
8738,-28.0,MRABAEUHTLLEML-UHFFFAOYSA-N
439503,207.0,NGFMICBWJRZIBI-UJPOAAIJSA-N
8776,228.0,FQSUTLQHSDLLAN-UHFFFAOYSA-N
8793,26.0,JUHORIMYRDESRB-UHFFFAOYSA-N
8830,-29.2,YUXIBTJKHLUKBD-UHFFFAOYSA-N
5271566,-3.65,IEPRKVQEAMIZSS-WAYWQWQTSA-N
8844,-19.8,VIZORQUEIQEFRT-UHFFFAOYSA-N
8852,-76.0,YFCGDEUVHLPRCZ-UHFFFAOYSA-N
8856,81.5,KMRNTNDWADEIIX-UHFFFAOYSA-N
23511544,135.0,OFOBLEOULBTSOW-UHFFFAOYSA-N
867,135.0,OFOBLEOULBTSOW-UHFFFAOYSA-N
1201546,170.0,KIWUVOGUEXMXSV-UHFFFAOYSA-N
8871,107.8,UBQKCCHYAOITMY-UHFFFAOYSA-N
8880,16.0,PVCJKHHOXFKFRP-UHFFFAOYSA-N
8908,-80.9,AOGQPLXWSUTHQB-UHFFFAOYSA-N
8920,-13.1,PXSXRABJBXYMFT-UHFFFAOYSA-N
8923,-30.0,COBPKKZHLDDMTB-UHFFFAOYSA-N
5237,35.2,QEWYKACRFQMRMB-UHFFFAOYSA-N
439655,173.625,FEWJPZIEWOKRBE-LWMBPPNESA-N
3092,177.0,ZEFNOZRLAWVAQF-UHFFFAOYSA-N
5430,300.0,WJCNZQLZVWNLKY-UHFFFAOYSA-N
8701,170.0,HJEINPVZRDJRBY-UHFFFAOYSA-N
9013,173.5,GGLIEWRLXDLBBF-UHFFFAOYSA-N
9032,634.0,NNFCIKHAZHQZJG-UHFFFAOYSA-N
9037,17.0,SZKKRCSOSQAJDE-UHFFFAOYSA-N
2578,31.0,DLGOEMSEDOSKAD-UHFFFAOYSA-N
9131,163.6,SXQBHARYMNFBPS-UHFFFAOYSA-N
9134,158.0,STJXCDGCXVZHDU-UHFFFAOYSA-N
9136,68.0,TUAHORSUHVUKBD-UHFFFAOYSA-N
9147,114.0,RKZDZWJDQTZDLD-UHFFFAOYSA-N
9152,166.0,KHNYNFUTFKJLDD-UHFFFAOYSA-N
9153,168.0,FTOVXSOBNPWTSH-UHFFFAOYSA-N
9158,217.0,HAXBIWFMXWRORI-UHFFFAOYSA-N
9183,226.0,JNCSIWAONQTVCF-UHFFFAOYSA-N
9189,107.4,RDOWQLZANAYVLL-UHFFFAOYSA-N
9237,159.0,IMNIMPAHZVJRPE-UHFFFAOYSA-N
9259,-8.0,PBMFSQRYOILNGV-UHFFFAOYSA-N
9260,22.0,CZPWVGJYEJSRLH-UHFFFAOYSA-N
9265,-8.0,DMEGYFMYUHOHGS-UHFFFAOYSA-N
9272,-1.7,IRVDMKJLOCGUBJ-UHFFFAOYSA-N
3033834,-45.0,RGCLLPNLLBQHPF-CMDGGOBGSA-N
11254,3.5,ZFIVKAOQEXOYFY-UHFFFAOYSA-N
9321,1.54,OAKJQQAXSVQMHS-UHFFFAOYSA-N
245005,204.0,XFSBVAOIAHNAPC-XTHSEXKGSA-N
9385,-107.0,OHMHBGPWCHTMQE-UHFFFAOYSA-N
9411,158.0,CTSLUCNDVMMDHG-UHFFFAOYSA-N
9412,158.5,PSYBGEADHLUXCS-UHFFFAOYSA-N
9414,85.0,YNEVBPNZHBAYOA-UHFFFAOYSA-N
57397079,275.0,AGPKZVBTJJNPAG-UHFFFAOYSA-N
791,275.0,AGPKZVBTJJNPAG-UHFFFAOYSA-N
9447,171.5,NKBASRXWGAGQDP-UHFFFAOYSA-N
9450,-9.0,CWLKTJOTWITYSI-UHFFFAOYSA-N
9474,4.5,SDXUIOOHCIQXRP-UHFFFAOYSA-N
64505,-30.0,SNTRKUOVAPUGAY-UHFFFAOYSA-N
9583,-43.0,ZCJAYDKWZAWMPR-UHFFFAOYSA-N
9605,-27.0,KGNQDBQYEBMPFZ-UHFFFAOYSA-N
9620,-143.2,UHCBBWUQDAVSMS-UHFFFAOYSA-N
9737,-26.4,GGDYAKVUZMZKRV-UHFFFAOYSA-N
9738,65.0,UOSHUBFBCPGQAY-UHFFFAOYSA-N
9775,-56.6,BAMUEXIPKSRTBS-UHFFFAOYSA-N
9788,-1.0,PBWZKZYHONABLN-UHFFFAOYSA-N
5284557,272.0,CHNXZKVNWQUJIB-CEGNMAFCSA-N
9903,186.0,SMEROWZSTRWXGI-HVATVPOCSA-N
9904,118.0,NPAGDVCDWIYMMC-IZPLOLCNSA-N
3723,255.0,VVDGWALACJEJKG-UHFFFAOYSA-N
780,153.0,IGMNYECMUMZDDF-UHFFFAOYSA-N
10005,211.0,QGBSISYHAICWAH-UHFFFAOYSA-N
10009,64.5,CUYKNJBYIJFRCU-UHFFFAOYSA-N
111,170.0,JSJWCHRYRHKBBW-UHFFFAOYSA-N
439568,209.3333333333,DTGKSKDOIYIVQL-ZCUBBSJVSA-N
230921,179.26666666669996,DSSYKIVIOFKYAU-XVKPBYJWSA-N
227613,208.0,ARQOGCYMPUOVHK-ZHHKINOHSA-N
10100,75.5,XLMALTXPSGQGBX-GCJKJVERSA-N
223368,239.0,WKRLQDKEXYKHJB-HFTRVMKXSA-N
10140,166.5,RFDAIACWWDREDC-FRVQLJSFSA-N
72435,205.5,YJGVMLPVUAXIQN-HAEOHBJNSA-N
10176,174.0,KVFJBIQWENJTDM-UHFFFAOYSA-N
10178,131.5,AGUIVNYEYSCPNI-UHFFFAOYSA-N
10194,154.0,FFFIRKXTFQCCKJ-UHFFFAOYSA-N
10195,180.5,ABICJYZKIYUWEE-UHFFFAOYSA-N
221071,175.0,XJHDMGJURBVLLE-BOCCBSBMSA-N
443003,205.0,PHMBVCPLDPDESM-RLXKETGRSA-N
10228,83.5,MBRLOUHOWLUMFF-UHFFFAOYSA-N
10234,70.0,ZRDUSMYWDRPZRM-UHFFFAOYSA-N
10250,348.5,UYEUUXMDVNYCAM-UHFFFAOYSA-N
441437,236.0,IMPKVMRTXBRHRB-MBMOQRBOSA-N
3515,31.5,FWKQNCXZGNBPFD-UHFFFAOYSA-N
10288,203.7,JBGKVNQFVAJOGC-UHFFFAOYSA-N
68114,106.5,ONPJWQSDZCGSQM-UHFFFAOYSA-N
79025,133.0,WQZGKKKJIJFFOK-DVKNGEFBSA-N
205586,9.0,MTXSIJUGVMTTMU-JTQLQIEISA-N
188287,100.0,PUZSUVGRVHEUQO-UHFFFAOYSA-N
2214,115.0,DFYRUELUNQRZTB-UHFFFAOYSA-N
6950515,303.0,SNDPXSYFESPGGJ-SCSAIBSYSA-N
439575,303.0,SNDPXSYFESPGGJ-SCSAIBSYSA-N
10364,1.0,RECUKUPTGUEGMW-UHFFFAOYSA-N
10378,150.0,PQJZHMCWDKOPQG-UHFFFAOYSA-N
10391,94.0,JPYQFYIEOUVJDU-UHFFFAOYSA-N
10404,30.0,FVIGODVHAVLZOO-UHFFFAOYSA-N
10423,-97.0,AHHWIHXENZJRFG-UHFFFAOYSA-N
643792,72.0,LDHQCZJRKDOVOX-IHWYPQMZSA-N
1727,158.5,NUKYPUAOHBNCPY-UHFFFAOYSA-N
10439,57.5,ICSNLGPSRYBMBD-UHFFFAOYSA-N
10452,112.3,LOZWAPSEEHRYPG-UHFFFAOYSA-N
10457,144.0,TYFQFVWCELRYAO-UHFFFAOYSA-N
22494956,144.0,TYFQFVWCELRYAO-UHFFFAOYSA-N
10461,13.5,QKSKPIVNLNLAAV-UHFFFAOYSA-N
10478,146.7,WPBXOELOQKLBDF-UHFFFAOYSA-N
10485,-16.2,RKSOPLXZQNSWAS-UHFFFAOYSA-N
64685,209.3333333333,DTGKSKDOIYIVQL-UHFFFAOYSA-N
10509,13.8,NYTOUQBROMCLBJ-UHFFFAOYSA-N
101726,215.0,ZFVLHMJCLWOOOY-UHFFFAOYSA-N
439242,80.0,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N
10560,-165.0,LOCHFZBWPCLPAN-UHFFFAOYSA-N
10566,-76.0,SDJHPPZKZZWAKF-UHFFFAOYSA-N
179,15.0,ROWKJAVDOGWPAT-UHFFFAOYSA-N
10569,173.5,RSWGJHLUYNHPMX-ONCXSQPRSA-N
487,135.0,ZIYVHBGGAOATLY-UHFFFAOYSA-N
92122,234.0,HLBPOYVRLSXWJJ-PDSMFRHLSA-N
16850,315.0,GNBHRKFJIUUOQI-UHFFFAOYSA-N
2453,196.0,ZDASUJMDVPTNTF-UHFFFAOYSA-N
4946,96.0,AQHHHDLHHXJYJD-UHFFFAOYSA-N
10700,129.5,QERYCTSHXKAMIS-UHFFFAOYSA-N
10703,-71.5,WWRCMNKATXZARA-UHFFFAOYSA-N
10706,173.0,XIROXSOOOAZHLL-UHFFFAOYSA-N
10708,219.0,ARCGXLSVLAOJQL-UHFFFAOYSA-N
10709,166.0,OMVRRHJJQILIJX-UHFFFAOYSA-N
10731,152.0,AUKRYONWZHRJRE-UHFFFAOYSA-N
10740,8.2,ZMYIIHDQURVDRB-UHFFFAOYSA-N
4107,93.0,GNXFOGHNGIVQEH-UHFFFAOYSA-N
10771,118.5,MCTQNEBFZMBRSQ-UHFFFAOYSA-N
68287,72.5,PJHYOCWMKYASAB-UHFFFAOYSA-N
10788,106.0,QAYICIQNSGETAS-UHFFFAOYSA-N
2723631,62.0,VLCDUOXHFNUCKK-UHFFFAOYSA-N
10795,-113.2,SPEUIVXLLWOEMJ-UHFFFAOYSA-N
10812,-63.7,XCYJPXQACVEIOS-UHFFFAOYSA-N
10813,87.0,HJIUPFPIEBPYIE-UHFFFAOYSA-N
10835,83.0,JYWKEVKEKOTYEX-UHFFFAOYSA-N
68309,293.0,AXDLCFOOGCNDST-VIFPVBQESA-N
10848,-34.0,UQZPGHOJMQTOHB-UHFFFAOYSA-N
10869,-52.6,GQKZBCPTCWJTAS-UHFFFAOYSA-N
643402,143.0,ZCJLOOJRNPHKAV-ONEGZZNKSA-N
10882,-91.2,ICMAFTSLXCXHRK-UHFFFAOYSA-N
10895,-71.4,FZXRXKLUIMKDEL-UHFFFAOYSA-N
68323,-119.0,ZUVAACFIEPYYOP-UHFFFAOYSA-N
643776,-37.5,UWTUEMKLYAGTNQ-UPHRSURJSA-N
10903,-113.0,XOBKSJJDNFUZPF-UHFFFAOYSA-N
1322,-9.0,DIIIISSCIXVANO-UHFFFAOYSA-N
10907,-107.3,NHTMVDHEPJAVLT-UHFFFAOYSA-N
10911,-3.0,IUMSDRXLFWAGNT-UHFFFAOYSA-N
10913,-38.0,XMSXQFUHVRWGNA-UHFFFAOYSA-N
5372798,0.1,GIKLTQKNOXNBNY-OWOJBTEDSA-N
10932,193.0,OQEBBZSWEGYTPG-UHFFFAOYSA-N
25201443,193.0,OQEBBZSWEGYTPG-UHFFFAOYSA-N
96,36.5,WDJHALXBUFZDSR-UHFFFAOYSA-N
10952,-44.0,UNFUYWDGSFDHCW-UHFFFAOYSA-N
