Species,InChIKey,Hcp
"2,4,4-trimethyl-1-pentene",FXNDIJDIPNCZQJ-UHFFFAOYSA-N,1.3e-05
"2,4,4-trimethyl-2-pentene",LAAVYEUJEMRIGF-UHFFFAOYSA-N,1.1e-05
"3,4,4-trimethyl-2-pentene",FZQMZRXKWHQJAG-UHFFFAOYSA-N,1.1e-05
1-nonene,JRZJOMJEPLMPRA-UHFFFAOYSA-N,1.2e-05
1-decene,AFFLGGQVNFXPEV-UHFFFAOYSA-N,3.7e-06
1-undecene,DCTOHCCUXLBQMS-UHFFFAOYSA-N,6.7e-06
1-dodecene,CRSBERNSMYQZNG-UHFFFAOYSA-N,2.3e-06
"2,2,4,6,6-pentamethyl-3-heptene",NBUMCEJRJRRLCA-UHFFFAOYSA-N,3.6e-06
1-tridecene,VQOXUMQBYILCKR-UHFFFAOYSA-N,3.8e-06
1-tetradecene,HFDVRLIODXPAHB-UHFFFAOYSA-N,1.2e-06
"1,2-butadiene",QNRMTGGDHLBXQZ-UHFFFAOYSA-N,0.0001
"1,3-butadiene",KAKZBPTYRLMSJV-UHFFFAOYSA-N,0.00013
"2-methyl-1,3-butadiene",RRHGJUQNOFWUDK-UHFFFAOYSA-N,0.00013
"1,2-pentadiene",LVMTVPFRTKXRPH-UHFFFAOYSA-N,9.7e-05
"1,3-pentadiene",PMJHHCWVYXUKFD-UHFFFAOYSA-N,0.00014
"($E$)-1,3-pentadiene",PMJHHCWVYXUKFD-SNAWJCMRSA-N,8.2e-05
"1,4-pentadiene",QYZLKGVUSQXAMU-UHFFFAOYSA-N,8.3e-05
"2,3-pentadiene",PODAMDNJNMAKAZ-UHFFFAOYSA-N,0.00011
"1,4-hexadiene",PRBHEGAFLDMLAL-UHFFFAOYSA-N,8.4e-05
"1,5-hexadiene",PYGSKMBEVAICCR-UHFFFAOYSA-N,6.9e-05
"2,3-dimethyl-1,3-butadiene",SDJHPPZKZZWAKF-UHFFFAOYSA-N,0.0002
"1,6-heptadiene",GEAWFZNTIFJMHR-UHFFFAOYSA-N,4.6e-05
1-methylcyclopropene,SHDPRTQPPWIEJG-UHFFFAOYSA-N,0.00025
cyclopentene,LPIQUOYDBNQMRZ-UHFFFAOYSA-N,0.00023
cyclohexene,HGCIXCUEYOPUTN-UHFFFAOYSA-N,0.00033
1-methylcyclopentene,ATQUFXWBVZUTKO-UHFFFAOYSA-N,0.00024
cycloheptene,ZXIJMRYMVAMXQP-UHFFFAOYSA-N,0.00026
1-methylcyclohexene,CTMHWPIWNRWQEG-UHFFFAOYSA-N,0.00012
"1,1,2,3,3-pentamethyl-2,3,4,5,6,7-hexahydro-1H-indene",CDEGOUYLXTUDAU-UHFFFAOYSA-N,2.5e-05
"1,3-cyclopentadiene",ZSWFCLXCOIISFI-UHFFFAOYSA-N,0.00047
"1,3-cyclohexadiene",MGNZXYYWBUKAII-UHFFFAOYSA-N,0.0011
"1,4-cyclohexadiene",UVJHQYIOXKWHFD-UHFFFAOYSA-N,0.0011
"1,3-cycloheptadiene",GWYPDXLJACEENP-UHFFFAOYSA-N,0.00062
"1,3,5-cycloheptatriene",CHVJITGCYZJHLR-UHFFFAOYSA-N,0.0021
"1,5-cyclooctadiene",VYXHVRARDIDEHS-QGTKBVGQSA-N,0.00038
1-ethenylcyclohexene,SDRZFSPCVYEJTP-UHFFFAOYSA-N,0.00077
4-ethenylcyclohexene,BBDKZWKEPDTENS-UHFFFAOYSA-N,0.00022
"1,3,5,7-cyclooctatetraene",KDUIUFJBNGTBMD-DLMDZQPMSA-N,0.036
"3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",HECLRDQVFMWTQS-UHFFFAOYSA-N,0.00016
"1,5,9-cyclododecatriene",ZOLLIQAKMYWTBR-MOLCZBCNSA-N,0.00033
ethyne,HSFWRNGVRCDJHI-UHFFFAOYSA-N,0.00041
propyne,MWWATHDPGQKSAR-UHFFFAOYSA-N,0.0009
1-butyne,KDKYADYSIPSCCQ-UHFFFAOYSA-N,0.00052
2-butyne,XNMQEEKYCVKGBD-UHFFFAOYSA-N,0.0019
1-pentyne,IBXNCJKFFQIKKY-UHFFFAOYSA-N,0.0004
2-pentyne,NKTDTMONXHODTI-UHFFFAOYSA-N,0.0011
1-hexyne,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,0.00024
2-hexyne,MELUCTCJOARQQG-UHFFFAOYSA-N,0.00058
3-hexyne,DQQNMIPXXNPGCV-UHFFFAOYSA-N,0.0006
1-heptyne,YVXHZKKCZYLQOP-UHFFFAOYSA-N,0.00013
1-octyne,UMIPWJGWASORKV-UHFFFAOYSA-N,0.00013
2-octyne,QCQALVMFTWRCFI-UHFFFAOYSA-N,0.00022
1-nonyne,OSSQSXOTMIGBCF-UHFFFAOYSA-N,6.9e-05
3-buten-1-yne,WFYPICNXBKQZGB-UHFFFAOYSA-N,0.00037
butadiyne,LLCSWKVOHICRDD-UHFFFAOYSA-N,0.002
benzene,UHOVQNZJYSORNB-UHFFFAOYSA-N,0.0017
benzene-d6,UHOVQNZJYSORNB-MZWXYZOWSA-N,0.0018
methylbenzene,YXFVVABEGXRONW-UHFFFAOYSA-N,0.0015
methylbenzene-d8,YXFVVABEGXRONW-JGUCLWPXSA-N,0.002
"1,2-dimethylbenzene",CTQNGGLPUBDAKN-UHFFFAOYSA-N,0.0024
"1,2-dimethylbenzene-d10",CTQNGGLPUBDAKN-ZGYYUIRESA-N,0.003
"1,3-dimethylbenzene",IVSZLXZYQVIEFR-UHFFFAOYSA-N,0.0014
"1,4-dimethylbenzene",URLKBWYHVLBVBO-UHFFFAOYSA-N,0.0019
"1,2,3-trimethylbenzene",FYGHSUNMUKGBRK-UHFFFAOYSA-N,0.0027
"1,2,4-trimethylbenzene",GWHJZXXIDMPWGX-UHFFFAOYSA-N,0.0017
"1,3,5-trimethylbenzene",AUHZEENZYGFFBQ-UHFFFAOYSA-N,0.0017
"1,2,3,5-tetramethylbenzene",BFIMMTCNYPIMRN-UHFFFAOYSA-N,0.0012
"1,2,4,5-tetramethylbenzene",SQNZJJAZBFDUTD-UHFFFAOYSA-N,0.00039
ethylbenzene,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,0.0014
ethylbenzene-d10,YNQLUTRBYVCPMQ-CFTAVCBPSA-N,0.002
"1,2-diethylbenzene",KVNYFPKFSJIPBJ-UHFFFAOYSA-N,0.0038
"1,3-diethylbenzene",AFZZYIJIWUTJFO-UHFFFAOYSA-N,0.0011
"1,4-diethylbenzene",DSNHSQKRULAAEI-UHFFFAOYSA-N,0.0014
propylbenzene,ODLMAHJVESYWTB-UHFFFAOYSA-N,0.0014
(2-propyl)-benzene,RWGFKTVRMDUZSP-UHFFFAOYSA-N,0.0012
1-ethyl-2-methylbenzene,HYFLWBNQFMXCPA-UHFFFAOYSA-N,0.0023
1-ethyl-3-methylbenzene,ZLCSFXXPPANWQY-UHFFFAOYSA-N,0.0013
1-ethyl-4-methylbenzene,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,0.002
butylbenzene,OCKPCBLVNKHBMX-UHFFFAOYSA-N,0.00077
(1-methylpropyl)-benzene,ZJMWRROPUADPEA-UHFFFAOYSA-N,0.00071
(2-methylpropyl)-benzene,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,0.0003
"(1,1-dimethylethyl)-benzene",YTZKOQUCBOVLHL-UHFFFAOYSA-N,0.00083
1-methyl-2-(1-methylethyl)-benzene,WWRCMNKATXZARA-UHFFFAOYSA-N,0.0009
1-methyl-3-(1-methylethyl)-benzene,XCYJPXQACVEIOS-UHFFFAOYSA-N,0.0014
1-methyl-4-(1-methylethyl)-benzene,HFPZCAJZSCWRBC-UHFFFAOYSA-N,0.0013
4-{\it tert}-butyltoluene,QCWXDVFBZVHKLV-UHFFFAOYSA-N,0.00064
pentylbenzene,PWATWSYOIIXYMA-UHFFFAOYSA-N,0.0017
pentamethylbenzene,BEZDDPMMPIDMGJ-UHFFFAOYSA-N,0.0077
"(1,1-dimethylpropyl)-benzene",QHTJSSMHBLGUHV-UHFFFAOYSA-N,0.00054
hexylbenzene,LTEQMZWBSYACLV-UHFFFAOYSA-N,0.00046
hexamethylbenzene,YUWFEBAXEOLKSG-UHFFFAOYSA-N,0.0086
4-{\it tert}-butyl-$o$-xylene,QRPPSTNABSMSCS-UHFFFAOYSA-N,0.00058
"1-(1,1-dimethylethyl)-3,5-dimethylbenzene",FZSPYHREEHYLCB-UHFFFAOYSA-N,0.00058
diisopropylbenzene,OKIRBHVFJGXOIS-UHFFFAOYSA-N,0.00048
heptylbenzene,LBNXAWYDQUGHGX-UHFFFAOYSA-N,0.022
"5-{\it tert}-butyl-1,2,3-trimethylbenzene",ZQVJKYPEIPJEIP-UHFFFAOYSA-N,0.00053
octylbenzene,CDKDZKXSXLNROY-UHFFFAOYSA-N,0.054
"3,5-di-{\it tert}-butyltoluene",WIXDSJRJFDWTNY-UHFFFAOYSA-N,0.0037
"1,3,5-tris(1-methylethyl)benzene",VUMCUSHVMYIRMB-UHFFFAOYSA-N,0.00025
ethyl(phenylethyl)-benzene,BDEIYMXBPHSOSG-UHFFFAOYSA-N,0.011
1-phenyldecane,UZILCZKGXMQEQR-UHFFFAOYSA-N,0.00013
4-(1-phenylethyl)-$m$-xylene,JOUBGGHXBLOLFY-UHFFFAOYSA-N,0.013
undecylbenzene,XBEADGFTLHRJRB-UHFFFAOYSA-N,9.9e-05
dodecylbenzene,KWKXNDCHNDYVRT-UHFFFAOYSA-N,7.6e-05
tridecylbenzene,MCVUKOYZUCWLQQ-UHFFFAOYSA-N,5.5e-05
tetradecylbenzene,JZALLXAUNPOCEU-UHFFFAOYSA-N,4.2e-05
pentadecylbenzene,JIRNEODMTPGRGV-UHFFFAOYSA-N,1.2e-05
ethenylbenzene,PPBRXRYQALVLMV-UHFFFAOYSA-N,0.0027
($E$)-1-propenylbenzene,QROGIFZRVHSFLM-QHHAFSJGSA-N,0.0029
1-propenylbenzene,QROGIFZRVHSFLM-UHFFFAOYSA-N,0.0037
2-propenylbenzene,HJWLCRVIBGQPNF-UHFFFAOYSA-N,0.0014
1-ethenyl-3-methylbenzene,JZHGRUMIRATHIU-UHFFFAOYSA-N,0.0031
1-ethenyl-4-methylbenzene,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,0.0031
(1-methylethenyl)-benzene,XYLMUPLGERFSHI-UHFFFAOYSA-N,0.0038
phenylacetylene,UEXCJVNBTNXOEH-UHFFFAOYSA-N,0.0039
$\alpha$-methylstyrene dimer,ATSCZMXECPRPEA-BUHFOSPRSA-N,0.011
1-methyl-4-(1-methylethyl)-cyclohexane,CFJYNSNXFXLKNS-UHFFFAOYSA-N,5.6e-06
$\alpha$-pinene,GRWFGVWFFZKLTI-UHFFFAOYSA-N,0.00029
$\beta$-pinene,WTARULDDTDQWMU-UHFFFAOYSA-N,0.00016
"1-methyl-4-(1-methylethyl)-1,3-cyclohexadiene",YHQGMYUVUMAZJR-UHFFFAOYSA-N,0.00029
"1-methyl-4-(1-methylethyl)-1,4-cyclohexadiene",YKFLAYDHMOASIY-UHFFFAOYSA-N,0.00038
1-methyl-4-(1-methylethenyl)-cyclohexene,XMGQYMWWDOXHJM-UHFFFAOYSA-N,0.00048
($R$)-1-methyl-4-(1-methylethenyl)-cyclohexene,XMGQYMWWDOXHJM-SNVBAGLBSA-N,0.00026
($S$)-1-methyl-4-(1-methylethenyl)-cyclohexene,XMGQYMWWDOXHJM-JTQLQIEISA-N,0.00035
"3,7,7-trimethyl-bicyclo[4.1.0]hept-3-ene",BQOFWKZOCNGFEC-UHFFFAOYSA-N,0.00016
"7-methyl-3-methylene-1,6-octadiene",UAHWPYUMFXYFJY-UHFFFAOYSA-N,0.00087
1-methyl-4-(1-methylethylidene)-cyclohexene,MOYAFQVGZZPNRA-UHFFFAOYSA-N,0.00038
"2-methyl-5-(1-methylethyl)-1,3-cyclohexadiene",OGLDWXZKYODSOB-UHFFFAOYSA-N,0.00018
3-methylene-6-(1-methylethyl)-cyclohexene,LFJQCDVYDGGFCH-UHFFFAOYSA-N,0.00018
"3,7-dimethyl-1,3,6-octatriene",IHPKGUQCSIINRJ-UHFFFAOYSA-N,0.0004
"($Z$)-3,7-dimethyl-1,3,6-octatriene",IHPKGUQCSIINRJ-NTMALXAHSA-N,0.0004
"($E$)-3,7-dimethyl-1,3,6-octatriene",IHPKGUQCSIINRJ-CSKARUKUSA-N,0.0003
"2,2-dimethyl-3-methylene-bicyclo[2.2.1]heptane",CRPUJAZIXJMDBK-UHFFFAOYSA-N,0.0001
4-methylene-1-(1-methylethyl)-bicyclo[3.1.0]hexane,NDVASEGYNIMXJL-UHFFFAOYSA-N,0.00016
"tricyclo[3.3.1.1(3,7)]decane",ORILYTVJVMAKLC-UHFFFAOYSA-N,0.0008
"bis(1-methylethyl)-1,1'-biphenyl",NUEUMFZLNOCRCQ-UHFFFAOYSA-N,0.0045
"1,1-bis(3,4-dimethylphenyl)ethane",NCSVCMFDHINRJE-UHFFFAOYSA-N,0.01
1-benzyl-2-(2-methylbenzyl)benzene,SMOZJCPUZPHHKQ-UHFFFAOYSA-N,0.21
"2,5-dibenzyltoluene",INLIRICAUXXHSB-UHFFFAOYSA-N,0.21
biphenyl,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,0.036
"2-methyl-1,1'-biphenyl",ALLIZEAXNXSFGD-UHFFFAOYSA-N,0.022
"3-methyl-1,1'-biphenyl",NPDIDUXTRAITDE-UHFFFAOYSA-N,0.015
"4-methyl-1,1'-biphenyl",ZZLCFHIKESPLTH-UHFFFAOYSA-N,0.016
diphenylmethane,CZZYITDELCSZES-UHFFFAOYSA-N,0.076
"1,2-diphenylethane",QWUWMCYKGHVNAV-UHFFFAOYSA-N,0.059
$o$-terphenyl,OIAQMFOKAXHPNH-UHFFFAOYSA-N,0.16
$m$-terphenyl,YJTKZCDBKVTVBY-UHFFFAOYSA-N,2.8
$p$-terphenyl,XJKSTNDFUHDPQJ-UHFFFAOYSA-N,0.29
indene,YBYIRNPNPLQARY-UHFFFAOYSA-N,0.0062
5-ethylidene-2-norbornene,OJOWICOBYCXEKR-KRXBUXKQSA-N,7.6e-05
azulene,CUFNKYGDVFVPHO-UHFFFAOYSA-N,0.15
naphthalene,UFWIBTONFRDIAS-UHFFFAOYSA-N,0.021
naphthalene-d8,UFWIBTONFRDIAS-PGRXLJNUSA-N,0.035
1-methylnaphthalene,QPUYECUOLPXSFR-UHFFFAOYSA-N,0.022
1-methylnaphthalene-d10,QPUYECUOLPXSFR-UZHHFJDZSA-N,0.046
2-methylnaphthalene,QIMMUPPBPVKWKM-UHFFFAOYSA-N,0.018
1-ethylnaphthalene,ZMXIYERNXPIYFR-UHFFFAOYSA-N,0.026
2-ethylnaphthalene,RJTJVVYSTUQWNI-UHFFFAOYSA-N,0.012
"1,3-dimethylnaphthalene",QHJMFSMPSZREIF-UHFFFAOYSA-N,0.026
"1,4-dimethylnaphthalene",APQSQLNWAIULLK-UHFFFAOYSA-N,0.032
"1,5-dimethylnaphthalene",SDDBCEWUYXVGCQ-UHFFFAOYSA-N,0.028
"1,6-dimethylnaphthalene",CBMXCNPQDUJNHT-UHFFFAOYSA-N,0.023
"2,3-dimethylnaphthalene",WWGUMAYGTYQSGA-UHFFFAOYSA-N,0.016
"2,6-dimethylnaphthalene",YGYNBBAUIYTWBF-UHFFFAOYSA-N,0.0078
"1,4,5-trimethylnaphthalene",FSAWRQYDMHSDRN-UHFFFAOYSA-N,0.018
2-(1-methylethyl)naphthalene,TVYVQNHYIHAJTD-UHFFFAOYSA-N,0.012
"1,2-bis(isopropyl)naphthalene",IAUKWGFWINVWKS-UHFFFAOYSA-N,0.0078
($E$)-stilbene,PJANXHGTPQOBST-VAWYXSNFSA-N,0.014
acenaphthene,CWRYPZZKDGJXCA-UHFFFAOYSA-N,0.072
acenaphthylene,HXGDTGSAIMULJN-UHFFFAOYSA-N,0.082
phenanthrene,YNPNZTXNASCQKK-UHFFFAOYSA-N,0.23
1-methylphenanthrene,DOWJXOHBNXRUOD-UHFFFAOYSA-N,0.2
"9,10-dihydrophenanthrene",XXPBFNVKTVJZKF-UHFFFAOYSA-N,0.12
"2,3-benzindene",NIHNNTQXNPWCJQ-UHFFFAOYSA-N,0.11
benzo[$a$]fluorene,HKMTVMBEALTRRR-UHFFFAOYSA-N,0.37
anthracene,MWPLVEDNUUSJAV-UHFFFAOYSA-N,0.2
9-methylanthracene,CPGPAVAKSZHMBP-UHFFFAOYSA-N,0.61
"9,10-dimethylanthracene",JTGMTYWYUZDRBK-UHFFFAOYSA-N,1.8
pyrene,BBEAQIROQSPTKN-UHFFFAOYSA-N,0.75
1-methylpyrene,KBSPJIWZDWBDGM-UHFFFAOYSA-N,3.1
2-methylpyrene,VIRFPLJXRDHVEI-UHFFFAOYSA-N,3.1
"2,7-dimethylpyrene",GSKHIRFMTJUBSM-UHFFFAOYSA-N,2.9
chrysene,WDECIBYCCFPHNR-UHFFFAOYSA-N,2.3
naphthacene,IFLREYGFSNHWGE-UHFFFAOYSA-N,360.0
triphenylene,SLGBZMMZGDRARJ-UHFFFAOYSA-N,100.0
benzo[$jk$]fluorene,GVEPBJHOBDJJJI-UHFFFAOYSA-N,0.69
benz[$a$]anthracene,DXBHBZVCASKNBY-UHFFFAOYSA-N,1.4
7-methylbenz[$a$]anthracene,DIIFUCUPDHMNIV-UHFFFAOYSA-N,5.2
10-methylbenz[$a$]anthracene,WUMGYHICFXGLAB-UHFFFAOYSA-N,5.2
12-methylbenz[$a$]anthracene,ACYOLKMEHHTLAB-UHFFFAOYSA-N,5.2
"7,12-dimethyl-benz[$a$]anthracene",ARSRBNBHOADGJU-UHFFFAOYSA-N,5100.0
"9,10-dimethyl-benz[$a$]anthracene",GKVUDAZMZLMNJQ-UHFFFAOYSA-N,
20-methylcholanthrene,PPQNQXQZIWHJRB-UHFFFAOYSA-N,1.9
benzo[$b$]fluoranthene,FTOVXSOBNPWTSH-UHFFFAOYSA-N,15.0
benzo[$k$]fluoranthene,HAXBIWFMXWRORI-UHFFFAOYSA-N,17.0
benzo[$a$]pyrene,FMMWHPNWAFZXNH-UHFFFAOYSA-N,20.0
benzo[$e$]pyrene,TXVHTIQJNYSSKO-UHFFFAOYSA-N,33.0
"dibenzo[$a,e$]pyrene",KGHMWBNEMFNJFZ-UHFFFAOYSA-N,700.0
"dibenzo[$a,h$]pyrene",RXUSYFJGDZFVND-UHFFFAOYSA-N,700.0
"dibenzo[$a,i$]pyrene",TUGYIJVAYAHHHM-UHFFFAOYSA-N,700.0
perylene,CSHWQDPOILHKBI-UHFFFAOYSA-N,2.3
"dibenz[$a,h$]anthracene",LHRCREOYAASXPZ-UHFFFAOYSA-N,180.0
"indeno[1,2,3-$cd$]pyrene",SXQBHARYMNFBPS-UHFFFAOYSA-N,29.0
benzo[$ghi$]perylene,GYFAGKUZYNFMBN-UHFFFAOYSA-N,30.0
coronene,VPUGDVKSAQVFFS-UHFFFAOYSA-N,
benzo[$b$]triphenylene,RAASUWZPTOJQAY-UHFFFAOYSA-N,19.0
"dibenz[$a,j$]anthracene",KLIHYVJAYWCEDM-UHFFFAOYSA-N,86.0
picene,GBROPGWFBFCKAG-UHFFFAOYSA-N,6.2
"1,2-benzfluoranthene",OQDXASJSCOTNQS-UHFFFAOYSA-N,6.9
"1,2,3,4-tetrahydronaphthalene",CXWXQJXEFPUFDZ-UHFFFAOYSA-N,0.0051
indane,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,0.0043
"2,3-dihydro-1,1,3,3,5-pentamethyl-1H-indene",NNXHDILUOAXSPU-UHFFFAOYSA-N,0.00075
"1,2,3,4-tetrahydro-1,1,3,4,4,6-hexamethylnaphthalene",JIVANURAWUCQIG-UHFFFAOYSA-N,0.00042
[2.2]paracyclophane,OOLUVSIJOMLOCB-UHFFFAOYSA-N,0.029
"1,2,3,4-tetrahydro-5-(1-phenylethyl)-naphthalene",TXOHWLOHKUPUKO-UHFFFAOYSA-N,0.016
5-methylchrysene,GOHBXWHNJHENRX-UHFFFAOYSA-N,5.2
benzo[$j$]fluoranthene,KHNYNFUTFKJLDD-UHFFFAOYSA-N,49.0
benzo[$c$]chrysene,YZWGEMSQAMDWEM-UHFFFAOYSA-N,80.0
benzo[$g$]chrysene,JZOIZKBKSZMVRV-UHFFFAOYSA-N,80.0
"dibenz[$a,e$]aceanthrylene",JHOWUOKQHJHGMU-UHFFFAOYSA-N,700.0
"dibenzo[$b,k$]chrysene",DHCSBRKYHMINPB-UHFFFAOYSA-N,1200.0
carbon monoxide,UGFAIRIUMAVXCW-UHFFFAOYSA-N,9.7e-06
carbon dioxide,CURLTUGMZLYLDI-UHFFFAOYSA-N,0.00033
carbon suboxide,GNEVIACKFGQMHB-UHFFFAOYSA-N,0.013
methanol,OKKJLVBELUTLKV-UHFFFAOYSA-N,2.0
ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,1.9
1-propanol,BDERNNFJNOPAEC-UHFFFAOYSA-N,1.4
2-propanol,KFZMGEQAYNKOFK-UHFFFAOYSA-N,1.3
glycidol,CTKINSOISVBQLD-UHFFFAOYSA-N,1700.0
1-butanol,LRHPLDYGYMQRHN-UHFFFAOYSA-N,1.2
2-butanol,BTANRVKWQNVYAZ-UHFFFAOYSA-N,1.1
2-methyl-1-propanol,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,1.0
2-methyl-2-propanol,DKGAVHZHDRPRBM-UHFFFAOYSA-N,0.69
1-pentanol,AMQJEAYHLZJPGS-UHFFFAOYSA-N,1.0
2-pentanol,JYVLIDXNZAXMDK-UHFFFAOYSA-N,0.67
3-pentanol,AQIXEPGDORPWBJ-UHFFFAOYSA-N,0.63
2-methyl-1-butanol,QPRQEDXDYOZYLA-UHFFFAOYSA-N,0.7
($S$)-2-methyl-1-butanol,QPRQEDXDYOZYLA-RXMQYKEDSA-N,0.39
3-methyl-1-butanol,PHTQWCKDNZKARW-UHFFFAOYSA-N,0.46
2-methyl-2-butanol,MSXVEPNJUHWQHW-UHFFFAOYSA-N,0.71
3-methyl-2-butanol,MXLMTQWGSQIYOW-UHFFFAOYSA-N,0.31
"2,2-dimethyl-1-propanol",KPSSIOMAKSHJJG-UHFFFAOYSA-N,0.19
1-hexanol,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,0.57
2-hexanol,QNVRIHYSUZMSGM-UHFFFAOYSA-N,0.25
3-hexanol,ZOCHHNOQQHDWHG-UHFFFAOYSA-N,0.23
2-methyl-1-pentanol,PFNHSEQQEPMLNI-UHFFFAOYSA-N,0.23
3-methyl-1-pentanol,IWTBVKIGCDZRPL-UHFFFAOYSA-N,0.38
2-methyl-2-pentanol,WFRBDWRZVBPBDO-UHFFFAOYSA-N,0.31
3-methyl-2-pentanol,ZXNBBWHRUSXUFZ-UHFFFAOYSA-N,0.28
4-methyl-2-pentanol,WVYWICLMDOOCFB-UHFFFAOYSA-N,0.21
2-methyl-3-pentanol,ISTJMQSHILQAEC-UHFFFAOYSA-N,0.29
3-methyl-3-pentanol,FRDAATYAJDYRNW-UHFFFAOYSA-N,0.21
2-ethyl-1-butanol,TZYRSLHNPKPEFV-UHFFFAOYSA-N,0.47
"2,2-dimethyl-1-butanol",XRMVWAKMXZNZIL-UHFFFAOYSA-N,0.28
"2,3-dimethyl-1-butanol",SXSWMAUXEHKFGX-UHFFFAOYSA-N,0.82
"2,3-dimethyl-2-butanol",IKECULIHBUCAKR-UHFFFAOYSA-N,0.3
"3,3-dimethyl-2-butanol",DFOXKPDFWGNLJU-UHFFFAOYSA-N,0.56
1-heptanol,BBMCTIGTTCKYKF-UHFFFAOYSA-N,0.38
2-heptanol,CETWDUZRCINIHU-UHFFFAOYSA-N,0.2
3-heptanol,RZKSECIXORKHQS-UHFFFAOYSA-N,0.21
4-heptanol,YVBCULSIZWMTFY-UHFFFAOYSA-N,0.35
2-methyl-1-hexanol,LCFKURIJYIJNRU-UHFFFAOYSA-N,0.69
3-methyl-1-hexanol,YGZVAQICDGBHMD-UHFFFAOYSA-N,0.13
4-methyl-1-hexanol,YNPVNLWKVZZBTM-UHFFFAOYSA-N,0.13
5-methyl-1-hexanol,ZVHAANQOQZVVFD-UHFFFAOYSA-N,0.28
2-methyl-2-hexanol,KRIMXCDMVRMCTC-UHFFFAOYSA-N,0.64
3-methyl-2-hexanol,IRLSKJITMWPWNY-UHFFFAOYSA-N,0.49
4-methyl-2-hexanol,KZUBXUKRWLMPIO-UHFFFAOYSA-N,0.5
5-methyl-2-hexanol,ZDVJGWXFXGJSIU-UHFFFAOYSA-N,0.42
2-methyl-3-hexanol,RGRUUTLDBCWYBL-UHFFFAOYSA-N,0.58
3-methyl-3-hexanol,KYWJZCSJMOILIZ-UHFFFAOYSA-N,0.77
4-methyl-3-hexanol,NZPGYIBESMMUFU-UHFFFAOYSA-N,0.52
5-methyl-3-hexanol,RGCZULIFYUPTAR-UHFFFAOYSA-N,0.54
2-ethyl-1-pentanol,UKFQWAVMIMCNEH-UHFFFAOYSA-N,0.34
3-ethyl-1-pentanol,DVEFUHVVWJONKR-UHFFFAOYSA-N,0.34
"2,2-dimethyl-1-pentanol",QTOMCRXZFDHJOL-UHFFFAOYSA-N,0.33
"2,3-dimethyl-1-pentanol",MIBBFRQOCRYDDB-UHFFFAOYSA-N,0.36
"2,4-dimethyl-1-pentanol",OVOVDHYEOQJKMD-UHFFFAOYSA-N,0.33
"3,3-dimethyl-1-pentanol",IFDHMBHPLKHMOY-UHFFFAOYSA-N,0.35
"3,4-dimethyl-1-pentanol",SVJNECJVNWTYQG-UHFFFAOYSA-N,0.35
"4,4-dimethyl-1-pentanol",OWCNPTHAWPMOJU-UHFFFAOYSA-N,0.38
3-ethyl-2-pentanol,NEHRITNOSGFGGS-UHFFFAOYSA-N,0.49
"2,3-dimethyl-2-pentanol",YRSIFCHKXFKNME-UHFFFAOYSA-N,0.86
"2,4-dimethyl-2-pentanol",FMLSQAUAAGVTJO-UHFFFAOYSA-N,0.57
"3,3-dimethyl-2-pentanol",FCUOIGTWJDBTHR-UHFFFAOYSA-N,0.55
"3,4-dimethyl-2-pentanol",SODKTKJZYBOMMT-UHFFFAOYSA-N,0.47
"4,4-dimethyl-2-pentanol",OIBKGNPMOMMSSI-UHFFFAOYSA-N,0.68
3-ethyl-3-pentanol,XKIRHOWVQWCYBT-UHFFFAOYSA-N,1.1
"2,2-dimethyl-3-pentanol",HMSVXZJWPVIVIV-UHFFFAOYSA-N,0.4
"2,3-dimethyl-3-pentanol",RFZHJHSNHYIRNE-UHFFFAOYSA-N,0.92
"2,4-dimethyl-3-pentanol",BAYAKMPRFGNNFW-UHFFFAOYSA-N,0.38
2-ethyl-2-methyl-1-butanol,KMWHQWJVSALJAW-UHFFFAOYSA-N,0.43
2-ethyl-3-methyl-1-butanol,OXFFPTMSBXBVLZ-UHFFFAOYSA-N,0.38
"2,2,3-trimethyl-1-butanol",FAMOAJMEFGYSNY-UHFFFAOYSA-N,0.43
"2,3,3-trimethyl-1-butanol",IWWVOLGZHKFWKK-UHFFFAOYSA-N,0.4
"2,3,3-trimethyl-2-butanol",OKXVARYIKDXAEO-UHFFFAOYSA-N,0.27
1-octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,0.21
2-octanol,SJWFXCIHNDVPSH-UHFFFAOYSA-N,0.27
3-octanol,NMRPBPVERJPACX-UHFFFAOYSA-N,0.31
4-octanol,WOFPPJOZXUTRAU-UHFFFAOYSA-N,0.29
2-methyl-1-heptanol,QZESEQBMSFFHRY-UHFFFAOYSA-N,0.34
3-methyl-1-heptanol,MUPPEBVXFKNMCI-UHFFFAOYSA-N,0.21
