Species,InChIKey,Hcp
1-hexene,LIKMAJRDDDTEIG-UHFFFAOYSA-N,2.4E-05
2-methyl-1-pentene,WWUVJRULCWHUSA-UHFFFAOYSA-N,3.6E-05
4-methyl-1-pentene,WSSSPWUEQFSQQG-UHFFFAOYSA-N,1.6E-05
"2,3-dimethyl-1-butene",OWWIWYDDISJUMY-UHFFFAOYSA-N,1.7E-05
1-heptene,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,2.3E-05
2-heptene,OTTZHAVKAVGASB-UHFFFAOYSA-N,1.7E-05
{\it trans}-2-heptene,OTTZHAVKAVGASB-HWKANZROSA-N,2.4E-05
1-octene,KWKAKUADMBZCLK-UHFFFAOYSA-N,1.0E-05
"2,4,4-trimethyl-1-pentene",FXNDIJDIPNCZQJ-UHFFFAOYSA-N,1.3E-05
"2,4,4-trimethyl-2-pentene",LAAVYEUJEMRIGF-UHFFFAOYSA-N,1.1E-05
"3,4,4-trimethyl-2-pentene",FZQMZRXKWHQJAG-UHFFFAOYSA-N,1.1E-05
1-nonene,JRZJOMJEPLMPRA-UHFFFAOYSA-N,1.2E-05
1-decene,AFFLGGQVNFXPEV-UHFFFAOYSA-N,3.7E-06
1-undecene,DCTOHCCUXLBQMS-UHFFFAOYSA-N,6.7E-06
1-dodecene,CRSBERNSMYQZNG-UHFFFAOYSA-N,2.3E-06
"2,2,4,6,6-pentamethyl-3-heptene",NBUMCEJRJRRLCA-UHFFFAOYSA-N,3.6E-06
1-tridecene,VQOXUMQBYILCKR-UHFFFAOYSA-N,3.8E-06
1-tetradecene,HFDVRLIODXPAHB-UHFFFAOYSA-N,1.2E-06
"1,2-butadiene",QNRMTGGDHLBXQZ-UHFFFAOYSA-N,1.0E-04
"1,3-butadiene",KAKZBPTYRLMSJV-UHFFFAOYSA-N,1.3E-04
"2-methyl-1,3-butadiene",RRHGJUQNOFWUDK-UHFFFAOYSA-N,1.3E-04
"1,2-pentadiene",LVMTVPFRTKXRPH-UHFFFAOYSA-N,9.7E-05
"1,3-pentadiene",PMJHHCWVYXUKFD-UHFFFAOYSA-N,1.4E-04
"($E$)-1,3-pentadiene",PMJHHCWVYXUKFD-SNAWJCMRSA-N,8.2E-05
"1,4-pentadiene",QYZLKGVUSQXAMU-UHFFFAOYSA-N,8.3E-05
"2,3-pentadiene",PODAMDNJNMAKAZ-UHFFFAOYSA-N,1.1E-04
"1,4-hexadiene",PRBHEGAFLDMLAL-UHFFFAOYSA-N,8.4E-05
"1,5-hexadiene",PYGSKMBEVAICCR-UHFFFAOYSA-N,6.9E-05
"2,3-dimethyl-1,3-butadiene",SDJHPPZKZZWAKF-UHFFFAOYSA-N,2.0E-04
"1,6-heptadiene",GEAWFZNTIFJMHR-UHFFFAOYSA-N,4.6E-05
1-methylcyclopropene,SHDPRTQPPWIEJG-UHFFFAOYSA-N,2.5E-04
cyclopentene,LPIQUOYDBNQMRZ-UHFFFAOYSA-N,2.3E-04
cyclohexene,HGCIXCUEYOPUTN-UHFFFAOYSA-N,3.3E-04
1-methylcyclopentene,ATQUFXWBVZUTKO-UHFFFAOYSA-N,2.4E-04
cycloheptene,ZXIJMRYMVAMXQP-UHFFFAOYSA-N,2.6E-04
1-methylcyclohexene,CTMHWPIWNRWQEG-UHFFFAOYSA-N,1.2E-04
"1,1,2,3,3-pentamethyl-2,3,4,5,6,7-hexahydro-1H-indene",CDEGOUYLXTUDAU-UHFFFAOYSA-N,2.5E-05
"1,3-cyclopentadiene",ZSWFCLXCOIISFI-UHFFFAOYSA-N,4.7E-04
"1,3-cyclohexadiene",MGNZXYYWBUKAII-UHFFFAOYSA-N,1.1E-03
"1,4-cyclohexadiene",UVJHQYIOXKWHFD-UHFFFAOYSA-N,1.1E-03
"1,3-cycloheptadiene",GWYPDXLJACEENP-UHFFFAOYSA-N,6.2E-04
"1,3,5-cycloheptatriene",CHVJITGCYZJHLR-UHFFFAOYSA-N,2.1E-03
"1,5-cyclooctadiene",VYXHVRARDIDEHS-QGTKBVGQSA-N,3.8E-04
1-ethenylcyclohexene,SDRZFSPCVYEJTP-UHFFFAOYSA-N,7.7E-04
4-ethenylcyclohexene,BBDKZWKEPDTENS-UHFFFAOYSA-N,2.2E-04
"1,3,5,7-cyclooctatetraene",KDUIUFJBNGTBMD-DLMDZQPMSA-N,3.6E-02
"3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",HECLRDQVFMWTQS-UHFFFAOYSA-N,1.6E-04
"1,5,9-cyclododecatriene",ZOLLIQAKMYWTBR-MOLCZBCNSA-N,3.3E-04
ethyne,HSFWRNGVRCDJHI-UHFFFAOYSA-N,4.1E-04
propyne,MWWATHDPGQKSAR-UHFFFAOYSA-N,9.0E-04
1-butyne,KDKYADYSIPSCCQ-UHFFFAOYSA-N,5.2E-04
2-butyne,XNMQEEKYCVKGBD-UHFFFAOYSA-N,1.9E-03
1-pentyne,IBXNCJKFFQIKKY-UHFFFAOYSA-N,4.0E-04
2-pentyne,NKTDTMONXHODTI-UHFFFAOYSA-N,1.1E-03
1-hexyne,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,2.4E-04
2-hexyne,MELUCTCJOARQQG-UHFFFAOYSA-N,5.8E-04
3-hexyne,DQQNMIPXXNPGCV-UHFFFAOYSA-N,6.0E-04
1-heptyne,YVXHZKKCZYLQOP-UHFFFAOYSA-N,1.3E-04
1-octyne,UMIPWJGWASORKV-UHFFFAOYSA-N,1.3E-04
2-octyne,QCQALVMFTWRCFI-UHFFFAOYSA-N,2.2E-04
1-nonyne,OSSQSXOTMIGBCF-UHFFFAOYSA-N,6.9E-05
3-buten-1-yne,WFYPICNXBKQZGB-UHFFFAOYSA-N,3.7E-04
butadiyne,LLCSWKVOHICRDD-UHFFFAOYSA-N,2.0E-03
benzene,UHOVQNZJYSORNB-UHFFFAOYSA-N,1.7E-03
benzene-d6,UHOVQNZJYSORNB-MZWXYZOWSA-N,1.8E-03
methylbenzene,YXFVVABEGXRONW-UHFFFAOYSA-N,1.5E-03
methylbenzene-d8,YXFVVABEGXRONW-JGUCLWPXSA-N,2.0E-03
"1,2-dimethylbenzene",CTQNGGLPUBDAKN-UHFFFAOYSA-N,2.4E-03
"1,2-dimethylbenzene-d10",CTQNGGLPUBDAKN-ZGYYUIRESA-N,3.0E-03
"1,3-dimethylbenzene",IVSZLXZYQVIEFR-UHFFFAOYSA-N,1.4E-03
"1,4-dimethylbenzene",URLKBWYHVLBVBO-UHFFFAOYSA-N,1.9E-03
"1,2,3-trimethylbenzene",FYGHSUNMUKGBRK-UHFFFAOYSA-N,2.7E-03
"1,2,4-trimethylbenzene",GWHJZXXIDMPWGX-UHFFFAOYSA-N,1.7E-03
"1,3,5-trimethylbenzene",AUHZEENZYGFFBQ-UHFFFAOYSA-N,1.7E-03
"1,2,3,5-tetramethylbenzene",BFIMMTCNYPIMRN-UHFFFAOYSA-N,1.2E-03
"1,2,4,5-tetramethylbenzene",SQNZJJAZBFDUTD-UHFFFAOYSA-N,3.9E-04
ethylbenzene,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,1.4E-03
ethylbenzene-d10,YNQLUTRBYVCPMQ-CFTAVCBPSA-N,2.0E-03
"1,2-diethylbenzene",KVNYFPKFSJIPBJ-UHFFFAOYSA-N,3.8E-03
"1,3-diethylbenzene",AFZZYIJIWUTJFO-UHFFFAOYSA-N,1.1E-03
"1,4-diethylbenzene",DSNHSQKRULAAEI-UHFFFAOYSA-N,1.4E-03
propylbenzene,ODLMAHJVESYWTB-UHFFFAOYSA-N,1.4E-03
(2-propyl)-benzene,RWGFKTVRMDUZSP-UHFFFAOYSA-N,1.2E-03
1-ethyl-2-methylbenzene,HYFLWBNQFMXCPA-UHFFFAOYSA-N,2.3E-03
1-ethyl-3-methylbenzene,ZLCSFXXPPANWQY-UHFFFAOYSA-N,1.3E-03
1-ethyl-4-methylbenzene,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,2.0E-03
butylbenzene,OCKPCBLVNKHBMX-UHFFFAOYSA-N,7.7E-04
(1-methylpropyl)-benzene,ZJMWRROPUADPEA-UHFFFAOYSA-N,7.1E-04
(2-methylpropyl)-benzene,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,3.0E-04
"(1,1-dimethylethyl)-benzene",YTZKOQUCBOVLHL-UHFFFAOYSA-N,8.3E-04
1-methyl-2-(1-methylethyl)-benzene,WWRCMNKATXZARA-UHFFFAOYSA-N,9.0E-04
1-methyl-3-(1-methylethyl)-benzene,XCYJPXQACVEIOS-UHFFFAOYSA-N,1.4E-03
1-methyl-4-(1-methylethyl)-benzene,HFPZCAJZSCWRBC-UHFFFAOYSA-N,1.3E-03
4-{\it tert}-butyltoluene,QCWXDVFBZVHKLV-UHFFFAOYSA-N,6.4E-04
pentylbenzene,PWATWSYOIIXYMA-UHFFFAOYSA-N,1.7E-03
pentamethylbenzene,BEZDDPMMPIDMGJ-UHFFFAOYSA-N,7.7E-03
"(1,1-dimethylpropyl)-benzene",QHTJSSMHBLGUHV-UHFFFAOYSA-N,5.4E-04
hexylbenzene,LTEQMZWBSYACLV-UHFFFAOYSA-N,4.6E-04
hexamethylbenzene,YUWFEBAXEOLKSG-UHFFFAOYSA-N,8.6E-03
4-{\it tert}-butyl-$o$-xylene,QRPPSTNABSMSCS-UHFFFAOYSA-N,5.8E-04
"1-(1,1-dimethylethyl)-3,5-dimethylbenzene",FZSPYHREEHYLCB-UHFFFAOYSA-N,5.8E-04
diisopropylbenzene,OKIRBHVFJGXOIS-UHFFFAOYSA-N,4.8E-04
heptylbenzene,LBNXAWYDQUGHGX-UHFFFAOYSA-N,2.2E-02
"5-{\it tert}-butyl-1,2,3-trimethylbenzene",ZQVJKYPEIPJEIP-UHFFFAOYSA-N,5.3E-04
octylbenzene,CDKDZKXSXLNROY-UHFFFAOYSA-N,5.4E-02
"3,5-di-{\it tert}-butyltoluene",WIXDSJRJFDWTNY-UHFFFAOYSA-N,3.7E-03
"1,3,5-tris(1-methylethyl)benzene",VUMCUSHVMYIRMB-UHFFFAOYSA-N,2.5E-04
ethyl(phenylethyl)-benzene,BDEIYMXBPHSOSG-UHFFFAOYSA-N,1.1E-02
1-phenyldecane,UZILCZKGXMQEQR-UHFFFAOYSA-N,1.3E-04
4-(1-phenylethyl)-$m$-xylene,JOUBGGHXBLOLFY-UHFFFAOYSA-N,1.3E-02
undecylbenzene,XBEADGFTLHRJRB-UHFFFAOYSA-N,9.9E-05
dodecylbenzene,KWKXNDCHNDYVRT-UHFFFAOYSA-N,7.6E-05
tridecylbenzene,MCVUKOYZUCWLQQ-UHFFFAOYSA-N,5.5E-05
tetradecylbenzene,JZALLXAUNPOCEU-UHFFFAOYSA-N,4.2E-05
pentadecylbenzene,JIRNEODMTPGRGV-UHFFFAOYSA-N,1.2E-05
ethenylbenzene,PPBRXRYQALVLMV-UHFFFAOYSA-N,2.7E-03
($E$)-1-propenylbenzene,QROGIFZRVHSFLM-QHHAFSJGSA-N,2.9E-03
1-propenylbenzene,QROGIFZRVHSFLM-UHFFFAOYSA-N,3.7E-03
2-propenylbenzene,HJWLCRVIBGQPNF-UHFFFAOYSA-N,1.4E-03
1-ethenyl-3-methylbenzene,JZHGRUMIRATHIU-UHFFFAOYSA-N,3.1E-03
1-ethenyl-4-methylbenzene,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,3.1E-03
(1-methylethenyl)-benzene,XYLMUPLGERFSHI-UHFFFAOYSA-N,3.8E-03
phenylacetylene,UEXCJVNBTNXOEH-UHFFFAOYSA-N,3.9E-03
$\alpha$-methylstyrene dimer,ATSCZMXECPRPEA-BUHFOSPRSA-N,1.1E-02
1-methyl-4-(1-methylethyl)-cyclohexane,CFJYNSNXFXLKNS-UHFFFAOYSA-N,5.6E-06
$\alpha$-pinene,GRWFGVWFFZKLTI-UHFFFAOYSA-N,2.9E-04
$\beta$-pinene,WTARULDDTDQWMU-UHFFFAOYSA-N,1.6E-04
"1-methyl-4-(1-methylethyl)-1,3-cyclohexadiene",YHQGMYUVUMAZJR-UHFFFAOYSA-N,2.9E-04
"1-methyl-4-(1-methylethyl)-1,4-cyclohexadiene",YKFLAYDHMOASIY-UHFFFAOYSA-N,3.8E-04
1-methyl-4-(1-methylethenyl)-cyclohexene,XMGQYMWWDOXHJM-UHFFFAOYSA-N,4.8E-04
($R$)-1-methyl-4-(1-methylethenyl)-cyclohexene,XMGQYMWWDOXHJM-SNVBAGLBSA-N,2.6E-04
($S$)-1-methyl-4-(1-methylethenyl)-cyclohexene,XMGQYMWWDOXHJM-JTQLQIEISA-N,3.5E-04
"3,7,7-trimethyl-bicyclo[4.1.0]hept-3-ene",BQOFWKZOCNGFEC-UHFFFAOYSA-N,1.6E-04
"7-methyl-3-methylene-1,6-octadiene",UAHWPYUMFXYFJY-UHFFFAOYSA-N,8.7E-04
1-methyl-4-(1-methylethylidene)-cyclohexene,MOYAFQVGZZPNRA-UHFFFAOYSA-N,3.8E-04
"2-methyl-5-(1-methylethyl)-1,3-cyclohexadiene",OGLDWXZKYODSOB-UHFFFAOYSA-N,1.8E-04
3-methylene-6-(1-methylethyl)-cyclohexene,LFJQCDVYDGGFCH-UHFFFAOYSA-N,1.8E-04
"3,7-dimethyl-1,3,6-octatriene",IHPKGUQCSIINRJ-UHFFFAOYSA-N,4.0E-04
"($Z$)-3,7-dimethyl-1,3,6-octatriene",IHPKGUQCSIINRJ-NTMALXAHSA-N,4.0E-04
"($E$)-3,7-dimethyl-1,3,6-octatriene",IHPKGUQCSIINRJ-CSKARUKUSA-N,3.0E-04
"2,2-dimethyl-3-methylene-bicyclo[2.2.1]heptane",CRPUJAZIXJMDBK-UHFFFAOYSA-N,1.0E-04
4-methylene-1-(1-methylethyl)-bicyclo[3.1.0]hexane,NDVASEGYNIMXJL-UHFFFAOYSA-N,1.6E-04
"tricyclo[3.3.1.1(3,7)]decane",ORILYTVJVMAKLC-UHFFFAOYSA-N,8.0E-04
"bis(1-methylethyl)-1,1'-biphenyl",NUEUMFZLNOCRCQ-UHFFFAOYSA-N,4.5E-03
"1,1-bis(3,4-dimethylphenyl)ethane",NCSVCMFDHINRJE-UHFFFAOYSA-N,1.0E-02
1-benzyl-2-(2-methylbenzyl)benzene,SMOZJCPUZPHHKQ-UHFFFAOYSA-N,2.1E-01
"2,5-dibenzyltoluene",INLIRICAUXXHSB-UHFFFAOYSA-N,2.1E-01
biphenyl,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,3.6E-02
"2-methyl-1,1'-biphenyl",ALLIZEAXNXSFGD-UHFFFAOYSA-N,2.2E-02
"3-methyl-1,1'-biphenyl",NPDIDUXTRAITDE-UHFFFAOYSA-N,1.5E-02
"4-methyl-1,1'-biphenyl",ZZLCFHIKESPLTH-UHFFFAOYSA-N,1.6E-02
diphenylmethane,CZZYITDELCSZES-UHFFFAOYSA-N,7.6E-02
"1,2-diphenylethane",QWUWMCYKGHVNAV-UHFFFAOYSA-N,5.9E-02
$o$-terphenyl,OIAQMFOKAXHPNH-UHFFFAOYSA-N,1.6E-01
$m$-terphenyl,YJTKZCDBKVTVBY-UHFFFAOYSA-N,2.8E+00
$p$-terphenyl,XJKSTNDFUHDPQJ-UHFFFAOYSA-N,2.9E-01
indene,YBYIRNPNPLQARY-UHFFFAOYSA-N,6.2E-03
5-ethylidene-2-norbornene,OJOWICOBYCXEKR-KRXBUXKQSA-N,7.6E-05
azulene,CUFNKYGDVFVPHO-UHFFFAOYSA-N,1.5E-01
naphthalene,UFWIBTONFRDIAS-UHFFFAOYSA-N,2.1E-02
naphthalene-d8,UFWIBTONFRDIAS-PGRXLJNUSA-N,3.5E-02
1-methylnaphthalene,QPUYECUOLPXSFR-UHFFFAOYSA-N,2.2E-02
1-methylnaphthalene-d10,QPUYECUOLPXSFR-UZHHFJDZSA-N,4.6E-02
2-methylnaphthalene,QIMMUPPBPVKWKM-UHFFFAOYSA-N,1.8E-02
1-ethylnaphthalene,ZMXIYERNXPIYFR-UHFFFAOYSA-N,2.6E-02
2-ethylnaphthalene,RJTJVVYSTUQWNI-UHFFFAOYSA-N,1.2E-02
"1,3-dimethylnaphthalene",QHJMFSMPSZREIF-UHFFFAOYSA-N,2.6E-02
"1,4-dimethylnaphthalene",APQSQLNWAIULLK-UHFFFAOYSA-N,3.2E-02
"1,5-dimethylnaphthalene",SDDBCEWUYXVGCQ-UHFFFAOYSA-N,2.8E-02
"1,6-dimethylnaphthalene",CBMXCNPQDUJNHT-UHFFFAOYSA-N,2.3E-02
"2,3-dimethylnaphthalene",WWGUMAYGTYQSGA-UHFFFAOYSA-N,1.6E-02
"2,6-dimethylnaphthalene",YGYNBBAUIYTWBF-UHFFFAOYSA-N,7.8E-03
"1,4,5-trimethylnaphthalene",FSAWRQYDMHSDRN-UHFFFAOYSA-N,1.8E-02
2-(1-methylethyl)naphthalene,TVYVQNHYIHAJTD-UHFFFAOYSA-N,1.2E-02
"1,2-bis(isopropyl)naphthalene",IAUKWGFWINVWKS-UHFFFAOYSA-N,7.8E-03
($E$)-stilbene,PJANXHGTPQOBST-VAWYXSNFSA-N,1.4E-02
acenaphthene,CWRYPZZKDGJXCA-UHFFFAOYSA-N,7.2E-02
acenaphthylene,HXGDTGSAIMULJN-UHFFFAOYSA-N,8.2E-02
phenanthrene,YNPNZTXNASCQKK-UHFFFAOYSA-N,2.3E-01
1-methylphenanthrene,DOWJXOHBNXRUOD-UHFFFAOYSA-N,2.0E-01
"9,10-dihydrophenanthrene",XXPBFNVKTVJZKF-UHFFFAOYSA-N,1.2E-01
"2,3-benzindene",NIHNNTQXNPWCJQ-UHFFFAOYSA-N,1.1E-01
benzo[$a$]fluorene,HKMTVMBEALTRRR-UHFFFAOYSA-N,3.7E-01
anthracene,MWPLVEDNUUSJAV-UHFFFAOYSA-N,2.0E-01
9-methylanthracene,CPGPAVAKSZHMBP-UHFFFAOYSA-N,6.1E-01
"9,10-dimethylanthracene",JTGMTYWYUZDRBK-UHFFFAOYSA-N,1.8E+00
pyrene,BBEAQIROQSPTKN-UHFFFAOYSA-N,7.5E-01
1-methylpyrene,KBSPJIWZDWBDGM-UHFFFAOYSA-N,3.1E+00
2-methylpyrene,VIRFPLJXRDHVEI-UHFFFAOYSA-N,3.1E+00
"2,7-dimethylpyrene",GSKHIRFMTJUBSM-UHFFFAOYSA-N,2.9E+00
chrysene,WDECIBYCCFPHNR-UHFFFAOYSA-N,2.3E+00
naphthacene,IFLREYGFSNHWGE-UHFFFAOYSA-N,3.6E+02
triphenylene,SLGBZMMZGDRARJ-UHFFFAOYSA-N,1.0E+02
benzo[$jk$]fluorene,GVEPBJHOBDJJJI-UHFFFAOYSA-N,6.9E-01
benz[$a$]anthracene,DXBHBZVCASKNBY-UHFFFAOYSA-N,1.4E+00
7-methylbenz[$a$]anthracene,DIIFUCUPDHMNIV-UHFFFAOYSA-N,5.2E+00
10-methylbenz[$a$]anthracene,WUMGYHICFXGLAB-UHFFFAOYSA-N,5.2E+00
12-methylbenz[$a$]anthracene,ACYOLKMEHHTLAB-UHFFFAOYSA-N,5.2E+00
"7,12-dimethyl-benz[$a$]anthracene",ARSRBNBHOADGJU-UHFFFAOYSA-N,5.1E+03
"9,10-dimethyl-benz[$a$]anthracene",GKVUDAZMZLMNJQ-UHFFFAOYSA-N,infinit
20-methylcholanthrene,PPQNQXQZIWHJRB-UHFFFAOYSA-N,1.9E+00
benzo[$b$]fluoranthene,FTOVXSOBNPWTSH-UHFFFAOYSA-N,1.5E+01
benzo[$k$]fluoranthene,HAXBIWFMXWRORI-UHFFFAOYSA-N,1.7E+01
benzo[$a$]pyrene,FMMWHPNWAFZXNH-UHFFFAOYSA-N,2.0E+01
benzo[$e$]pyrene,TXVHTIQJNYSSKO-UHFFFAOYSA-N,3.3E+01
"dibenzo[$a,e$]pyrene",KGHMWBNEMFNJFZ-UHFFFAOYSA-N,7.0E+02
"dibenzo[$a,h$]pyrene",RXUSYFJGDZFVND-UHFFFAOYSA-N,7.0E+02
"dibenzo[$a,i$]pyrene",TUGYIJVAYAHHHM-UHFFFAOYSA-N,7.0E+02
perylene,CSHWQDPOILHKBI-UHFFFAOYSA-N,2.3E+00
"dibenz[$a,h$]anthracene",LHRCREOYAASXPZ-UHFFFAOYSA-N,1.8E+02
"indeno[1,2,3-$cd$]pyrene",SXQBHARYMNFBPS-UHFFFAOYSA-N,2.9E+01
benzo[$ghi$]perylene,GYFAGKUZYNFMBN-UHFFFAOYSA-N,3.0E+01
coronene,VPUGDVKSAQVFFS-UHFFFAOYSA-N,infinit
benzo[$b$]triphenylene,RAASUWZPTOJQAY-UHFFFAOYSA-N,1.9E+01
"dibenz[$a,j$]anthracene",KLIHYVJAYWCEDM-UHFFFAOYSA-N,8.6E+01
picene,GBROPGWFBFCKAG-UHFFFAOYSA-N,6.2E+00
"1,2-benzfluoranthene",OQDXASJSCOTNQS-UHFFFAOYSA-N,6.9E+00
"1,2,3,4-tetrahydronaphthalene",CXWXQJXEFPUFDZ-UHFFFAOYSA-N,5.1E-03
indane,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,4.3E-03
"2,3-dihydro-1,1,3,3,5-pentamethyl-1H-indene",NNXHDILUOAXSPU-UHFFFAOYSA-N,7.5E-04
"1,2,3,4-tetrahydro-1,1,3,4,4,6-hexamethylnaphthalene",JIVANURAWUCQIG-UHFFFAOYSA-N,4.2E-04
[2.2]paracyclophane,OOLUVSIJOMLOCB-UHFFFAOYSA-N,2.9E-02
"1,2,3,4-tetrahydro-5-(1-phenylethyl)-naphthalene",TXOHWLOHKUPUKO-UHFFFAOYSA-N,1.6E-02
5-methylchrysene,GOHBXWHNJHENRX-UHFFFAOYSA-N,5.2E+00
benzo[$j$]fluoranthene,KHNYNFUTFKJLDD-UHFFFAOYSA-N,4.9E+01
benzo[$c$]chrysene,YZWGEMSQAMDWEM-UHFFFAOYSA-N,8.0E+01
benzo[$g$]chrysene,JZOIZKBKSZMVRV-UHFFFAOYSA-N,8.0E+01
"dibenz[$a,e$]aceanthrylene",JHOWUOKQHJHGMU-UHFFFAOYSA-N,7.0E+02
"dibenzo[$b,k$]chrysene",DHCSBRKYHMINPB-UHFFFAOYSA-N,1.2E+03
carbon monoxide,UGFAIRIUMAVXCW-UHFFFAOYSA-N,9.7E-06
carbon dioxide,CURLTUGMZLYLDI-UHFFFAOYSA-N,3.3E-04
carbon suboxide,GNEVIACKFGQMHB-UHFFFAOYSA-N,1.3E-02
methanol,OKKJLVBELUTLKV-UHFFFAOYSA-N,2.0E+00
ethanol,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,1.9E+00
1-propanol,BDERNNFJNOPAEC-UHFFFAOYSA-N,1.4E+00
2-propanol,KFZMGEQAYNKOFK-UHFFFAOYSA-N,1.3E+00
glycidol,CTKINSOISVBQLD-UHFFFAOYSA-N,1.7E+03
1-butanol,LRHPLDYGYMQRHN-UHFFFAOYSA-N,1.2E+00
2-butanol,BTANRVKWQNVYAZ-UHFFFAOYSA-N,1.1E+00
2-methyl-1-propanol,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,1.0E+00
2-methyl-2-propanol,DKGAVHZHDRPRBM-UHFFFAOYSA-N,6.9E-01
1-pentanol,AMQJEAYHLZJPGS-UHFFFAOYSA-N,1.0E+00
2-pentanol,JYVLIDXNZAXMDK-UHFFFAOYSA-N,6.7E-01
3-pentanol,AQIXEPGDORPWBJ-UHFFFAOYSA-N,6.3E-01
2-methyl-1-butanol,QPRQEDXDYOZYLA-UHFFFAOYSA-N,7.0E-01
($S$)-2-methyl-1-butanol,QPRQEDXDYOZYLA-RXMQYKEDSA-N,3.9E-01
3-methyl-1-butanol,PHTQWCKDNZKARW-UHFFFAOYSA-N,4.6E-01
2-methyl-2-butanol,MSXVEPNJUHWQHW-UHFFFAOYSA-N,7.1E-01
3-methyl-2-butanol,MXLMTQWGSQIYOW-UHFFFAOYSA-N,3.1E-01
"2,2-dimethyl-1-propanol",KPSSIOMAKSHJJG-UHFFFAOYSA-N,1.9E-01
1-hexanol,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,5.7E-01
2-hexanol,QNVRIHYSUZMSGM-UHFFFAOYSA-N,2.5E-01
3-hexanol,ZOCHHNOQQHDWHG-UHFFFAOYSA-N,2.3E-01
2-methyl-1-pentanol,PFNHSEQQEPMLNI-UHFFFAOYSA-N,2.3E-01
3-methyl-1-pentanol,IWTBVKIGCDZRPL-UHFFFAOYSA-N,3.8E-01
2-methyl-2-pentanol,WFRBDWRZVBPBDO-UHFFFAOYSA-N,3.1E-01
3-methyl-2-pentanol,ZXNBBWHRUSXUFZ-UHFFFAOYSA-N,2.8E-01
4-methyl-2-pentanol,WVYWICLMDOOCFB-UHFFFAOYSA-N,2.1E-01
2-methyl-3-pentanol,ISTJMQSHILQAEC-UHFFFAOYSA-N,2.9E-01
3-methyl-3-pentanol,FRDAATYAJDYRNW-UHFFFAOYSA-N,2.1E-01
2-ethyl-1-butanol,TZYRSLHNPKPEFV-UHFFFAOYSA-N,4.7E-01
"2,2-dimethyl-1-butanol",XRMVWAKMXZNZIL-UHFFFAOYSA-N,2.8E-01
"2,3-dimethyl-1-butanol",SXSWMAUXEHKFGX-UHFFFAOYSA-N,8.2E-01
"2,3-dimethyl-2-butanol",IKECULIHBUCAKR-UHFFFAOYSA-N,3.0E-01
"3,3-dimethyl-2-butanol",DFOXKPDFWGNLJU-UHFFFAOYSA-N,5.6E-01
1-heptanol,BBMCTIGTTCKYKF-UHFFFAOYSA-N,3.8E-01
2-heptanol,CETWDUZRCINIHU-UHFFFAOYSA-N,2.0E-01
3-heptanol,RZKSECIXORKHQS-UHFFFAOYSA-N,2.1E-01
4-heptanol,YVBCULSIZWMTFY-UHFFFAOYSA-N,3.5E-01
2-methyl-1-hexanol,LCFKURIJYIJNRU-UHFFFAOYSA-N,6.9E-01
3-methyl-1-hexanol,YGZVAQICDGBHMD-UHFFFAOYSA-N,1.3E-01
4-methyl-1-hexanol,YNPVNLWKVZZBTM-UHFFFAOYSA-N,1.3E-01
5-methyl-1-hexanol,ZVHAANQOQZVVFD-UHFFFAOYSA-N,2.8E-01
2-methyl-2-hexanol,KRIMXCDMVRMCTC-UHFFFAOYSA-N,6.4E-01
3-methyl-2-hexanol,IRLSKJITMWPWNY-UHFFFAOYSA-N,4.9E-01
4-methyl-2-hexanol,KZUBXUKRWLMPIO-UHFFFAOYSA-N,5.0E-01
5-methyl-2-hexanol,ZDVJGWXFXGJSIU-UHFFFAOYSA-N,4.2E-01
2-methyl-3-hexanol,RGRUUTLDBCWYBL-UHFFFAOYSA-N,5.8E-01
3-methyl-3-hexanol,KYWJZCSJMOILIZ-UHFFFAOYSA-N,7.7E-01
4-methyl-3-hexanol,NZPGYIBESMMUFU-UHFFFAOYSA-N,5.2E-01
5-methyl-3-hexanol,RGCZULIFYUPTAR-UHFFFAOYSA-N,5.4E-01
2-ethyl-1-pentanol,UKFQWAVMIMCNEH-UHFFFAOYSA-N,3.4E-01
3-ethyl-1-pentanol,DVEFUHVVWJONKR-UHFFFAOYSA-N,3.4E-01
"2,2-dimethyl-1-pentanol",QTOMCRXZFDHJOL-UHFFFAOYSA-N,3.3E-01
"2,3-dimethyl-1-pentanol",MIBBFRQOCRYDDB-UHFFFAOYSA-N,3.6E-01
"2,4-dimethyl-1-pentanol",OVOVDHYEOQJKMD-UHFFFAOYSA-N,3.3E-01
"3,3-dimethyl-1-pentanol",IFDHMBHPLKHMOY-UHFFFAOYSA-N,3.5E-01
"3,4-dimethyl-1-pentanol",SVJNECJVNWTYQG-UHFFFAOYSA-N,3.5E-01
"4,4-dimethyl-1-pentanol",OWCNPTHAWPMOJU-UHFFFAOYSA-N,3.8E-01
