1,2
"2-methyl-2-propenoic acid, 2-propenyl",2.4 10−2×
ester,
C7H10O2,
(allyl methacrylate),
[96-05-9],
"2-methyl-2-propenoic acid, oxiranyl-",3.2×10
methyl ester,
C7H10O3,
(glycidyl methacrylate),
[106-91-2],
"2-methyl-2-propenoic acid, propyl ester",1.8 10−2×
C7H12O2,
(propyl methacrylate),
[2210-28-8],
"2-methyl-2-propenoic acid, butyl ester",2.0×10−2
C 8 H14O2,1.8×10−2
(butyl methacrylate),
[97-88-1],
"2-methyl-2-propenoic acid, 2-",1.9×10−2
methylpropyl ester,
C 8 H14O2,2.1×10−2
[97-86-9],
"2-methyl-2-propenoic acid, 1,2-",5.8 106×
"ethanediylbis(oxy-2,1-ethanediyl)",
ester,
C14H22O6,
[109-16-0],
methyl methacrylate,4.3×10−2
C5H8O2,3.1×10−2
[80-62-6],3.1×10−2
(E)-3-hexenyl ethanoate,3.3 10−2×
C8H14O2,
[3681-82-1],
(Z)-3-hexenyl ethanoate,3.1×10−2
C8H14O2,
[3681-71-8],
ethenyl ethanoate,1.9×10−2
CH3COOCHCH2,1.6×10−2
(vinyl acetate),2.0×10−2
[108-05-4],1.6×10−2
3-(4-methoxyphenyl)-2-propenoic,1.2
"acid, 2-ethylhexyl ester",
C18H26O3,
(octinoxate),
[5466-77-3],
methyl benzoate,3.0×10−1
C 6 H5COOCH3,3.0×10−1
[93-58-3],3.0 −1×10
ethyl benzoate,9.7 10−2×
C6H5COOC2H5,9.7×10−2
[93-89-0],1.9×10−1
2-hydroxybenzoic acid methyl ester,1.1 ×101
C8H8O3,1.8×101
[119-36-8],
"benzoic acid, 4-methyl-, methyl ester",2.6 ×10−1
C 9 H10O2,3.9×10−1
[99-75-2],1.7
"1,4-benzenedicarboxylic acid, dimethyl",7.6×10−2
ester,
C10H10O4,4.4×101
[120-61-6],1.3 ×102
butyl benzoate,1.2×10
C11H14O2,1.0×10−1
[136-60-7],5.2 ×10−1
diphenyl carbonate,1.2 10−1×
C13H 10 O3,1.2 ×10−1
[102-09-0],1.6×101
benzyl benzoate,1.8
C14H12O2,1.8
[120-51-4],
dimethyl phthalate,4.9×101
C10H10O4,9.3×101
[131-11-3],2.0 ×101
"1,4-cyclohexanedicarboxylic acid,",1.0 102×
dimethyl ester,
C10H16O4,
(dimethyl hexahydroterephthalate),
[94-60-0],
"1,3-benzenedicarboxylic acid, dimethyl",1.6×102
ester,
C10H10O4,
(dimethyl isophthalate),
[1459-93-4],
diethyl phthalate,1.6×101
C12H14O4,2.2×101
[84-66-2],4.1 ×101
dipropyl phthalate,1.8×101
C14H18O4,3.3
[131-16-8],3.2×101
diallyl phthalate,3.5 ×101
C14H14O4,2.3 ×101
[131-17-9],3.5 101×
bis(2-methoxyethyl) phthalate,2.3×101
C14H18O5,3.5×107
[117-82-8],
dibutyl phthalate,9.3
C16H22O4,5.5
[84-74-2],2.2×101
diisobutyl phthalate,3.5
C16H22O4,7.5
[84-69-5],5.4×101
"1,2-benzenedicarboxylic acid, butyl cy-",1.0 101×
clohexyl ester,
C18H24O4,
(butyl cyclohexyl phthalate),
[84-64-0],
butyl glycolyl butyl phthalate,4.7×10
C18H24O6,
[85-70-1],
diamyl phthalate,1.1 ×101
C18H26O4,
[131-18-0],
butyl benzyl phthalate,1.0 102×
C19H20O4,7.6
[85-68-7],7.5
dihexyl phthalate,3.8 ×10−1
C20H30O4,1.4
[84-75-3],2.2 ×10−1
butyl 2-ethylhexyl phthalate,2.1
C20H30O4,2.5×101
[85-69-8],4.7
diphenyl terephthalate,3.2 ×102
C 20 H14O4,4.3×104
[1539-04-4],2.7×104
dicyclohexyl phthalate,9.9 ×101
C20H26O4,
[84-61-7],
bis(2-butoxyethyl) phthalate,4.9 ×106
C20H30O6,
[117-83-9],
diheptyl phthalate,5.9×10−1
C22H34O4,2.8
[3648-21-3],8.9 10−1×
dioctyl phthalate,3.8
C24H38O4,9.6×10−2
[117-84-0],2.5×10−1
diisooctyl phthalate,3.2 10−1×
C24H38O4,2.5 ×10−1
[27554-26-3],1.5 102×
decyl hexyl phthalate,1.6 ×102
C24H38O4,
[25724-58-7],
bis(2-ethylhexyl)-phthalate,3.7×101
C24H38O4,5.8 ×10−1
(DEHP),1.4×101
[117-81-7],2.5 10−1×
bis(2-ethylhexyl) terephthalate,9.9 ×10−1
C24H38O4,
[6422-86-2],
dinonyl phthalate,1.1×10−1
C 26 H42O4,7.0×10−1
[84-76-4],3.0 101×
diisononyl phthalate,6.6
C26H42O4,1.1×10−1
[28553-12-0],3.3×101
didecyl phthalate,4.6 10−2×
C28H46O4,3.5 ×10−1
[84-77-5],
diisodecyl phthalate,9.0
C28H46O4,3.8×101
[26761-40-0],4.6 10−2×
diundecyl phthalate,3.3 101×
C30H50O4,2.0×10−2
[3648-20-2],1.8 10−1×
ditridecyl phthalate,3.6×10−3
C34H58O4,4.5×10−2
[119-06-2],7.9×101
"ethanedioic acid, dimethyl ester",6.9
C4H6O4,
(dimethyl oxalate),
[553-90-2],
"propanedioic acid, dimethyl ester",3.8×101
C5H8O4,
(dimethyl malonate),
[108-59-8],
"propanedioic acid, diethyl ester",3.9
C7H12O4,
(diethyl malonate),
[105-53-3],
"butanedioic acid, dimethyl ester",3.0×101
C6H 10 O4,1.5 ×102
(dimethyl succinate),
[106-65-0],
diethyl succinate,4.0
C8H14O4,
[123-25-1],
(Z)-2-butenedioic acid dimethyl ester,2.3×101
C6H8O4,
[624-48-6],
diethyl pimelate,1.5
C11H20O4,
[2050-20-6],
"1,3-benzenedicarboxylic acid, diethyl",2.5 ×101
ester,
C12H14O4,1.9×101
[636-53-3],2.9 ×107
"2,6-naphthalenedicarboxylic acid,",4.5×102
dimethyl ester,
C14H12O4,2.5×103
[840-65-3],2.6 107×
di-(2-ethylhexyl)-adipate,2.3×101
C22H42O4,4.3×10−1
[103-23-1],
"peroxybenzoic acid, tert-butyl ester",4.7 10−2×
C11H14O3,4.7×10−2
[614-45-9],1.8×10−1
"neodecaneperoxoic acid, 1,1-",9.9×10
dimethylethyl ester,
C14H28O3,4.7×10−3
[26748-41-4],1.2×10−1
"neoheptaneperoxoic acid, 1-methyl-1-",3.8 10−2×
phenylethyl ester,
C16H24O3,9.0×10−2
[130097-36-8],2.5
hydroxypropyl acrylate,5.8×103
C6H10O3,
[25584-83-2],
2-hydroxyethyl methacrylate,2.1 ×103
C6H10O3,
[868-77-9],
2-hydroxypropyl acrylate,1.6 103×
C6H10O3,
[999-61-1],
dimethyl fumarate,1.4 101×
C6H8O4,
[624-49-7],
"hexanedioic acid, dimethyl ester",1.0 101×
C8H14O4,
(dimethyl adipate),
[627-93-0],
methyl 4-hydroxybenzoate,4.5 103×
C8H8O3,
(methylparaben),
[99-76-3],
diethyl fumarate,4.1 102×
C8H12O4,
[623-91-6],
diethyl adipate,2.7
C10H18O4,
[141-28-6],
propyl 4-hydroxybenzoate,1.5×103
C10H12O3,
(propylparaben),
[94-13-3],
diethylene glycol diacrylate,1.0×104
C10H14O5,
[4074-88-8],
"(2,2-dimethyl-3-prop-2-",2.7×10
enoyloxypropyl) prop-2-enoate,
C11H16O4,
"(2,2-dimethyltrimethylene acrylate)",
[2223-82-7],
methyl jasmonate,7.0 ×102
C13H20O3,
[1211-29-6],
cinoxate,1.9 ×103
C14H18O4,
[104-28-9],
trimethylolpropane triacrylate,1.6×104
C15H20O6,
[15625-89-5],
benzyl cinnamate,3.0 ×101
C16H14O2,
[103-41-3],
"2,2,4-trimethyl-1,3-pentanediol di-",9.0×10−1
isobutyrate,
C16H30O4,
[6846-50-0],
"nonanedioic acid, dibutyl ester",8.2 10−1×
C17H32O4,
(dibutyl azelate),
[2917-73-9],
isopropyl myristate,4.2 10−4×
C17H34O2,
[110-27-0],
"decanedioic acid, dibutyl ester",2.1 ×102
C18H34O4,
[109-43-3],
diethylene glycol dibenzoate,3.3×106
C18H18O5,
[120-55-8],
"12-hydroxy-9-octadecenoic acid,",6.7×101
methyl ester,
C19H36O3,
"(ricinoleic acid, methyl ester)",
[141-24-2],
"chrysanthemumic acid 2,4-",1.3 10−1×
dimethylbenzyl ester,
C19H26O2,
(dimethrin),
[70-38-2],
tributyl acetylcitrate,2.6×10
C20H34O8,
(acetyl tributyl citrate),
[77-90-7],
"hexanedioic acid, dioctyl ester",2.3×101
C22H42O4,
(di-n-octyl adipate),
[123-79-5],
diisooctyl adipate,1.9 10−1×
C22H42O4,
[1330-86-5],
"hexanedioic acid, bis[2-(2-",3.2 ×107
butoxyethoxy)ethyl] ester,
C22H42O8,
(bis(2-(2-butoxyethoxy)ethyl) adipate),
[141-17-3],
"1,2-benzenedicarboxylic acid, decyl",4.7 10−1×
octyl ester,
C26H42O4,
[119-07-3],
"phthalic acid, isodecyl octyl ester",4.7×10−1
C26H42O4,
[1330-96-7],
diisononyl hexahydrophthalate,1.4×10−1
C26H48O4,
[166412-78-8],
"decanedioic acid, bis(2-ethylhexyl) es-",1.2×10−1
ter,
C26H50O4,
(bis(2-ethylhexyl) sebacate),
[122-62-3],
glycerol tricaprylate,3.9×102
C27H50O6,
(tricaprylin),
[538-23-8],
tris(2-ethylhexyl) trimellitate,2.2 ×101
C33H54O6,
[3319-31-1],
emamectin benzoate,5.8×103
C97H146O26,
[119791-41-2],
dimethyl ether,1.7 10−3×
CH3OCH3,7.6 ×10−2
[115-10-6],1.3 10−1×
ethyl methyl ether,1.4 10−2×
C2H5OCH3,1.5×10−2
[540-67-0],1.5×10−2
diethyl ether,5.0 10−3×
C2H5OC2H5,1.1 ×10−2
[60-29-7],9.5 10−2×
diethyl ether-d10,1.3 10−2×
C2D5OC2D5,
[2679-89-2],
methyl propyl ether,6.7 ×10−3
CH3OC3H7,6.7×10−3
[557-17-5],1.1 10−2×
methyl 2-propyl ether,1.2 10−2×
CH3OC3H7,8.2×10−3
(methyl isopropyl ether),
[598-53-8],
divinyl ether,5.4×10
C4H6O,3.8×10−4
[109-93-3],2.0×10−3
methyl butyl ether,4.4 10−3×
C5H12O,
[628-28-4],
2-methoxybutane,6.2 10−3×
C5H12O,
[6795-87-5],
methyl tert-butyl ether,1.7 10−2×
CH3OC(CH3)3,3.2×10−2
(MTBE),1.1 10−2×
[1634-04-4],1.1×10−2
ethyl propyl ether,8.6 10−3×
C2H5OC3H7,8.6×10−3
[628-32-0],7.7 ×10−3
1-ethoxy-butane,6.4 10−3×
C6H14O,7.8 ×10−3
(ethyl butyl ether),7.8×10−3
[628-81-9],
ethyl tert-butyl ether,6.3×10−3
C2H5OC(CH3)3,4.4×10−3
(ETBE),6.1 10−3×
[637-92-3],4.2 ×10−3
2-methoxy-2-methylbutane,8.6×10
C6H14O,5.2 ×10−3
(tert-amyl methyl ether),1.0×10−2
[994-05-8],7.0 10−3×
dipropyl ether,3.0 10−3×
C3H7OC3H7,2.9 ×10−3
[111-43-3],2.2 10−3×
diisopropyl ether,3.9×10−3
C3H7OC 3 H7,4.3×10−3
[108-20-3],4.7×10−3
2-ethyl-2-ethoxypropane,2.4 10−3×
C7H16O,
[919-94-8],
dibutyl ether,2.2×10
C4H9OC4H9,1.3×10−3
[142-96-1],2.1 ×10−3
diisobutyl ether,3.7 10−3×
C8H18O,
[628-55-7],
"1,1’-oxybispentane",2.7×10−3
C10H22O,
[693-65-2],
"1,1’-oxybis(3-methylbutane)",6.6×10−3
C10H22O,3.3×10−3
(diisopentyl ether),
[544-01-4],
"1,1’-oxybishexane",1.8 10−3×
C12H26O,
[112-58-3],
"1-ethoxy-3,7-dimethyloctane",6.7×10−4
C12H26O,5.3×10−3
[22810-10-2],1.3×10−3
methoxycyclohexane,3.1 ×10−2
C7H14O,
[931-56-6],
methyl cedryl ether,2.5 10−3×
C16H28O,2.4×10−3
[19870-74-7],7.7 ×10−3
dimethoxymethane,6.1 10−2×
CH 3 OCH2OCH3,5.7×10−2
[109-87-5],2.3 10−1×
trimethoxymethane,6.9 10−1×
HC(OCH3)3,
[149-73-5],
"1,1-diethoxyethane",1.0 ×10−1
(C2H5O)2CHCH3,1.0×10−1
[105-57-7],5.7 10−2×
"1,2-diethoxyethane",1.6×10
C 2 H 5 OC 2 H 4 OC 2 H5,1.6 ×10−1
[629-14-1],1.2×10−1
"1,1,1-trimethoxyethane",6.4×10−1
CH3C(OCH3)3,
[1445-45-0],
"1,2-dimethoxyethane",1.4
C4H10O2,9.0
[110-71-4],5.3×10−1
3-oxa-1-hexanol,2.0×101
C5H12O2,6.6×102
(2-propoxyethanol),1.0 ×101
[2807-30-9],5.8
3-oxa-1-heptanol,3.5
C6H14O2,1.3×101
(2-butoxyethanol; butyl cellosolve),2.7
[111-76-2],1.6 ×101
1-methoxy-2-propanol,4.8
C4H10O2,1.1×101
[107-98-2],1.2×101
4-methyl-3-oxa-1-pentanol,4.8
C5H12O2,7.9
(2-isopropoxyethanol),
[109-59-1],
"1,2-dibutoxyethane",9.9 10−1×
C10H22O2,1.4×10−1
[112-48-1],
"3,6-dioxa-1-decanol",1.4×103
C8H18O3,
(butyl carbitol),
[112-34-5],
"1,1’-[oxybis(2,1-",3.5
ethanediyloxy)]bisbutane,
C12H26O3,
[112-73-2],
methoxyethene,1.5 10−3×
C3H6O,
(vinyl methyl ether),
[107-25-5],
1-(ethenyloxy)butane,4.5×10
C6H12O,
(butyl vinyl ether),
[111-34-2],
vinylisobutyl ether,1.9 10−4×
C6H12O,
[109-53-5],
methoxybenzene,2.9 10−2×
C6H5OCH3,2.6×10−2
(anisole),3.2 10−2×
[100-66-3],3.1×10−2
ethoxybenzene,1.7 10−2×
C8H10O,2.2×10−2
(phenetole),2.3 10−2×
[103-73-1],6.5 10−3×
"1,2-dimethoxybenzene",
C8H10O2,
[91-16-7],
2-phenoxyethanol,2.0×102
C 8 H10O2,3.4×101
[122-99-6],
2-(phenylmethoxy)-ethanol,1.5 102×
C9H12O2,
[622-08-2],
"1,2,3-trimethoxybenzene",3.6
C9H12O3,
[634-36-6],
1-methoxy-4-(1-propenyl)-benzene,9.9×10−2
C10H12O,1.4×10−1
(anethole),2.0 10−2×
[104-46-1],
2-methoxy-4-(2-propenyl)-phenol,5.1
C10H12O2,7.2
(eugenol),
[97-53-0],
"1,2-dimethoxy-4-(2-propenyl)-benzene",1.8
C11H14O2,3.6
[93-15-2],
diphenyl ether,3.5×10−2
C 12 H 10O,3.7 ×10−2
[101-84-8],1.1 10−1×
(phenoxymethyl)-oxirane,1.2 ×101
C 9 H 10 O2,6.1 ×10−1
[122-60-1],
1-dodecyl-4-phenoxybenzene,3.4 10−3×
C24H34O,1.4×10−3
[119345-02-7],1.7×10−2
"2,2,4-trimethyl-4-(4-(4-",1.3 ×10−3
"(2,4,4-trimethylpentan-2-",
yl)phenoxy)phenyl)pentane,
C 28 H 42O,1.2 ×10−3
[61702-88-3],5.4×10−2
di-tert-butyl sec-butylidene diperoxide,1.2 ×10−2
C12H26O4,6.1×10−5
[2167-23-9],1.6 10−2×
"peroxide, 1,1-dimethylethyl 1-methyl-",1.4 10−2×
1-phenylethyl,
C13H20O2,4.8×10−3
[3457-61-2],1.6 ×10−2
"di-tert-butyl 1,1,4,4-",3.9 10−3×
tetramethyltetramethylene diperoxide,
C16H34O4,7.9×10−4
[78-63-7],1.3×10−1
"1,4-bis(1-tert-butylperoxy-1-methyl-",1.0 ×10−1
ethyl)benzene,
C20H34O4,1.8×10−2
[2781-00-2],2.9 10−1×
2-furanmethanol,1.2 102×
C5H6O2,3.4×101
[98-00-0],
tetrahydropyran-2-methanol,9.0 ×101
C6H12O2,
[100-72-1],
oxirane,5.8 ×10−2
C2H4O,8.3 ×10−2
(ethylene oxide),8.6×10−2
[75-21-8],5.0 10−2×
"1,2-epoxypropane",1.4 10−1×
C3H6O,1.2×10−1
(propyleneoxide),1.2 10−1×
[75-56-9],1.2 10−1×
phenyloxirane,6.2×10−1
C8H8O,5.8×10−1
(styrene oxide),5.8×10−1
[96-09-3],6.2 10−1×
oxacyclopentadiene,1.8×10−3
C4H4O,1.8×10−3
(furan; furfuran),1.8×10−3
[110-00-9],2.3 10−3×
dibenzofuran,4.7 10−2×
C12H8O,7.1×10−2
"(2,2’-biphenylene oxide)",7.2×10−2
[132-64-9],9.1 10−2×
2-furancarboxaldehyde,2.6
C5H4O2,2.7
(furfural; 2-furanaldehyde),2.7
[98-01-1],6.0
tetrahydrofuran,2.2×10
C4H8O,1.4 ×10−1
(THF),1.1 10−1×
[109-99-9],
tetrahydrofuran-d8,2.3×10−1
C4D8O,
(THF-d8),
[1693-74-9],
2-methyltetrahydrofuran,1.5×10−3
CH3C4H7O,1.1 ×10−1
[96-47-9],6.1 ×10−2
"2,5-dimethyltetrahydrofuran",5.5×10−2
(CH3)2C4H6O,3.1×10−2
[1003-38-9],
tetrahydropyran,1.0×10−1
C5H10O,1.0×10−1
(THP),7.8×10−2
[142-68-7],1.1×10−1
3-methyltetrahydropyran,
C6H12O,
[26093-63-0],
"3,4-dihydro-2H-pyran",
C5H8O,
[110-87-2],
"1,3-dioxolane",4.0×10−1
C3H6O2,1.5
[646-06-0],
"1,3-dioxane",2.1
C4H8O2,
[505-22-6],
"1,4-dioxane",2.3
C4H8O2,1.4
(dioxane),2.1
[123-91-1],1.4
"1,4-dioxane-d8",2.8
C4D8O2,
(dioxane-d8),
[17647-74-4],
"4-methyl-1,3-dioxolan-2-one",2.9 102×
C4H6O3,1.4×102
(propylene carbonate),
[108-32-7],
"1,3,3-trimethyl-2-",5.9×10−2
oxabicyclo[2.2.2]octane,
C10H18O,5.6×10−2
"(eucalyptol; limonene oxide; 1,8-",1.2×10−1
cineole),
[470-82-6],7.5 10−2×
"dibenzo[b,e][1,4]dioxin",9.0 10−2×
C12H8O2,8.5×10−2
(dibenzo-p-dioxin),9.5 10−3×
[262-12-4],8.5 10−2×
piperonal,1.8 ×101
C8H6O3,4.1×102
[120-57-0],
paraldehyde,2.5 10−1×
C6H12O3,3.6×10−1
[123-63-7],
benzofuran,1.9 ×10−2
C8H6O,1.9 ×10−2
[271-89-6],
γ -nonalactone,1.8 ×10−1
C9H16O2,
[104-61-0],
"1,5,5,9-tetramethyl-13-",2.0×10
"oxatricyclo(8.3.0.0(4,9))tridecane",
C 16 H 28O,2.9 ×10−1
(ambroxan),6.5 10−2×
[3738-00-9],1.1 ×10−3
"1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-",7.6×10−2
hexamethylcyclopenta[g]-2-,
benzopyran,
C18H26O,7.5 −2×10
[1222-05-5],8.2
"(1S-endo)-1,7,7-trimethyl-",4.5 10−1×
bicyclo[2.2.1]heptan-2-ol,
C10H18O,
(1S-endo-(-)-borneol),
[464-45-9],
"(1R)-1,3,3-",3.6×10−1
trimethylbicyclo[2.2.1]heptan-2-ol,
C10H18O,
(endo-(+)-fenchyl alcohol),
[2217-02-9],
2-(4-methyl-3-cyclohexen-1-yl)-2-,4.4
propanol,
C10H18O,4.1
(α-terpineol),6.0×10−1
[98-55-5],4.2
"1,2-dimethyl-3-(1-methylethenyl)-",4.0 10−1×
cyclopentanol,
C10H18O,
(plinol),
[72402-00-7],
1-methyl-4-(1-methylethyl)-7-,3.9 10−2×
oxabicyclo[2.2.1]heptane,
C10H18O,7.4×10−2
"(1,4-cineole)",1.4 10−1×
[470-67-7],
"1,7,7-trimethyl-bicyclo[2.2.1]heptan-2-",1.2 ×10−1
one,
C10H16O,1.1
(camphor),5.4×10−1
[76-22-2],8.2 ×10−1
"2,7,7-trimethyl-3-",2.3×10
"oxatricyclo[4.1.1.0(2,4)]octane",
C10H16O,2.4×10−2
((-)-α-pinene oxide),5.4 ×10−2
[1686-14-2],
5-methyl-2-(1-methylethylidene)-,2.8 10−1×
cyclohexanone,
C10H16O,1.7×10−1
(pulegone),
[89-82-7],
"exo-2-[(1,7,7-",1.0
trimethylbicyclo[2.2.1]hept-2-yl)-,
oxy]ethanol,
C12H22O2,
(arbanol),
[7070-15-7],
"4-(2,6,6-trimethyl-1-cyclohexenyl)-3-",1.2
buten-2-one,
C13H20O,
(beta-ionone),
[14901-07-6],
oxoethanoic acid,1.1 ×102
OHCCOOH,1.1 102×
(glyoxylic acid),3.3×103
[298-12-4],8.9×101
hydroxyethanoic acid,2.8 102×
HOCH2COOH,2.8×102
(glycolic acid),
[79-14-1],
2-hydroxyethanal,4.1×102
HOCH 2CHO,9.9 ×102
(hydroxyacetaldehyde; glycolaldehyde),6.5 102×
[141-46-8],
propanonal,3.2×102
CH3COCHO,3.4×101
(methylglyoxal; pyruvaldehyde),3.7 ×102
[78-98-8],
2-oxopropanoic acid,3.1×10
CH3COCOOH,3.1×103
(pyruvic acid),3.0×103
[127-17-3],3.1 103×
3-oxopropanoic acid,6.9 101×
OHCCH2COOH,
[926-61-4],
2-hydroxypropanoic acid,1.2 ×102
CH 3CHOHCOOH,6.9 ×105
(lactic acid),
[50-21-5],
glycidaldehyde,1.9×101
C3H4O2,
[765-34-4],
trimethylene oxide,3.9 10−1×
C3H6O,
"(1,3-epoxypropane)",
[503-30-0],
"2,3-dihydroxypropanal",2.0 108×
C3H6O3,
(glyceraldehyde),
[367-47-5],
dihydroxyacetone,1.8×106
C3H6O3,
[96-26-4],
2-methoxyethanol,4.4
C3H8O2,2.2×10−4
(methyl cellosolve),1.4×101
[109-86-4],3.7 ×101
4-oxobutanoic acid,4.9 101×
OHC(CH2)2COOH,
[692-29-5],
"2,3-dihydroxybutanedioic acid",
HOOCCHOHCHOHCOOH,9.9×1015
(tartaric acid),
[87-69-4],
"3-oxapentane-1,5-diol",4.9×10
HO(CH2)2O(CH2)2OH,2.4×104
(diethylene glycol),2.0 107×
[111-46-6],
hydroxybutanedioic acid,2.7 ×108
HOOCCH2CHOHCOOH,1.2×107
(malic acid),2.0×1011
[6915-15-7],
2-ethoxyethanol,8.9
C4H10O2,3.3×101
[110-80-5],2.8 1×10
2-methoxy-1-propanol,5.5 ×102
C4H10O2,
[1589-47-5],
"1,1-dimethoxyethane",1.5 ×10−1
C4H10O2,
[534-15-6],
4-methylene-2-oxetanone,1.6 10−2×
C4H4O2,
(acetyl ketene),
[674-82-8],
2(5H)-furanone,1.0
C4H4O2,
[497-23-4],
"2,2’-bioxirane",2.8 102×
C4H6O2,
[1464-53-5],
butyrolactone,1.9 ×102
C4H6O2,
[96-48-0],
ethyloxirane,5.5 10−2×
C4H8O,
"(1,2-epoxybutane)",
[106-88-7],
"2,3-epoxy-2-methyl-1,4-butanediol",
C5H10O3,
(IEPOX),
"2,3-epoxy-6-oxo-heptenal",2.5 ×103
C7H8O3,
(TOL_EPOX),
3-hydroxy-2-butanone,5.7×10
C4H8O2,9.9 ×10−1
(acetoin),
[513-86-0],
2-(vinyloxy)ethanol,3.9×101
C4H8O2,
(ethylene glycol monovinyl ether),
[764-48-7],
2-methyloxetane,1.2 10−1×
C4H8O,
[2167-39-7],
5-oxopentanoic acid,3.9×101
OHC(CH2)3COOH,
[5746-02-1],
2-oxopentanedioic acid,9.9×106
HOOC(CH2)2COCOOH,
(α-keto glutaric acid),
[328-50-7],
tetrahydro-2-furanmethanol,2.4 ×103
C5H10O2,
(tetrahydrofurfuryl alcohol),
[97-99-4],
xylose,8.2 ×103
C5H10O5,
[58-86-6],
2-(2-methoxyethoxy)ethanol,6.2×105
C5H12O3,
(diethylene glycol monomethyl ether),
[111-77-3],
"3,6-dioxaoctane-1,8-diol",3.1×105
HO(CH2CH2O)3H,8.9×109
(triethylene glycol),
[112-27-6],
2-oxepanone,5.5×10−2
C6H10O2,
(caprolactone),
[502-44-3],
glycidyl ether,7.6×102
C6H10O3,
(diglycidyl ether),
[2238-07-5],
4-hydroxy-4-methyl-2-pentanone,2.3 103×
C6H12O2,
[123-42-2],
1-propoxy-2-propanol,2.9×10
C6H14O2,
[1569-01-3],
2-(2-ethoxyethoxy)ethanol,4.5×102
C6H14O3,
(diethylene glycol monoethyl ether),
[111-90-0],
"2,5,8-trioxanonane",1.9 101×
C6H14O3,
(diglyme),
[111-96-6],
oxydipropanol,1.8×103
C6H14O3,
(dipropylene glycol),
[25265-71-8],
p-benzoquinone,2.1×10−2
C6H4O2,
"(1,4-benzoquinone)",
[106-51-4],
5-hydroxymethylfurfural,1.8 ×104
C6H6O3,
(5-hydroxymethyl-2-furfuraldehyde),
[67-47-0],
5-hydroxy-2-(hydroxymethyl)-4H-,4.1 ×101
pyran-4-one,
C6H6O4,
(kojic acid),
[501-30-4],
"2-hydroxy-1,2,3-propanetricarboxylic",
acid,
C6H8O7,3.0×1016
(citric acid),
[77-92-9],
(butoxymethyl)oxirane,3.9 ×10−1
C7H14O2,
(n-butyl glycidyl ether),
[2426-08-6],
"1-(1,1-dimethylethoxy)-2-propanol",2.1
C7H16O2,
(propylene glycol mono-t-butyl ether),
[57018-52-7],
2-[2-(2-methoxyethoxy)ethoxy]ethanol,2.8×108
C7H16O4,
(triethylene glycol monomethyl ether),
[112-35-6],
2-methylp-benzoquinone,5.2×10
C7H6O2,
[553-97-9],
patulin,9.0 104×
C7H6O4,
[149-29-1],
1-hydroxy-3-methoxybenzene,1.7 102×
C7H8O2,1.3×102
(3-methoxyphenol),5.0 ×102
[150-19-6],
mequinol,1.9 101×
C7H8O2,
(4-methoxyphenol),
[150-76-5],
1-hydroxy-2-methoxybenzene,7.7
C7H8O2,9.1
(guaicol; 2-methoxyphenol),9.6
[90-05-1],7.7
"1,4-dimethoxybenzene",2.8×10−3
C8H10O2,
(hydroquinone dimethyl ether),
[150-78-7],
4-methyl-2-methoxyphenol,7.7
C8H10O2,7.1
[93-51-6],1.0 101×
"1,3-dimethoxy-2-hydroxybenzene",3.7 101×
C8H10O3,5.0×101
"(2,6-dimethoxyphenol)",1.2×102
[91-10-1],3.5×102
"hexahydro-1,3-isobenzofurandione",4.7 ×10−1
C8H10O3,
(hexahydrophthalic anhydride),
[85-42-7],
1-methoxy-4-methylbenzene,2.1×10
C8H10O,
[104-93-8],
dimethoxane,8.0 ×101
C8H14O4,
[828-00-2],
metaldehyde,1.9 10−1×
C8H16O4,
[108-62-3],
diethyl carbitol,9.0×101
C8H18O3,
(diethylene glycol diethyl ether),
[112-36-7],
2-[2-(2-ethoxyethoxy)ethoxy]ethanol,2.1 ×108
C8H18O4,
(triethylene glycol monoethyl ether),
[112-50-5],
tetraethylene glycol,1.8 1013×
C8H18O5,
[112-60-7],
vanillin,4.7×103
C8H8O3,
[121-33-5],
ethylparaben,2.1×103
C9H10O3,
[120-47-8],
ethyl vanillin,1.2 ×104
C9H10O3,
[121-32-4],
1-phenoxypropan-2-ol,3.4 ×102
C9H12O2,
(propylene glycol phenyl ether),
[770-35-4],
triacetin,8.2 102×
C9H14O6,
[102-76-1],
tripropylene glycol,3.0 109×
C9H20O4,
[24800-44-0],
coumarin,1.0 102×
C9H6O2,
[91-64-5],
"5-(1-propenyl)-1,3-benzodioxole",2.7×10
C10H10O2,
(isosafrole),
[120-58-1],
safrole,1.1
C10H10O2,
[94-59-7],
"5-propyl-1,3-benzodioxole",8.2 ×10−1
C10H12O2,
(dihydrosafrole),
[94-58-6],
2-methoxy-4-(1-propenyl)phenol,2.7
C10H12O2,
(isoeugenol),
[97-54-1],
p-cresyl glycidyl ether,1.3×101
C10H12O2,
[26447-14-3],
4-(4-hydroxyphenyl)-2-butanone,1.8×104
C10H12O2,
(raspberry ketone),
[5471-51-2],
guaifenesin,2.2×105
C10H14O4,
[93-14-1],
levomenthol,6.6 ×10−1
C10H20O,
(L-menthol),
[2216-51-5],
diethylene glycol hexyl ether,5.8 ×102
C10H22O3,
[112-59-4],
2-[2-(2-butoxyethoxy)ethoxy]ethanol,1.0×108
C10H22O4,
(triethylene glycol monobutyl ether),
[143-22-6],
"4-methoxy-6-(2-propenyl)-1,3-",1.8 ×101
benzodioxole,
